locus_tag	ftype	length_bp	gene	EC_number	COG	product
CJBLAEJA_00738	CDS	471				hypothetical protein
CJBLAEJA_00739	CDS	1155				hypothetical protein
CJBLAEJA_00740	CDS	783				hypothetical protein
CJBLAEJA_00741	CDS	894				hypothetical protein
CJBLAEJA_00742	CDS	573				hypothetical protein
CJBLAEJA_00743	CDS	246				hypothetical protein
CJBLAEJA_00744	CDS	663				hypothetical protein
CJBLAEJA_00745	CDS	591				hypothetical protein
CJBLAEJA_00746	CDS	225				hypothetical protein
CJBLAEJA_00747	CDS	333				hypothetical protein
CJBLAEJA_00748	CDS	273	yoeB	3.1.-.-	COG4115	Toxin YoeB
CJBLAEJA_00749	CDS	252	yefM		COG2161	Antitoxin YefM
CJBLAEJA_00750	CDS	798				hypothetical protein
CJBLAEJA_00751	CDS	456				hypothetical protein
CJBLAEJA_00752	CDS	567				hypothetical protein
CJBLAEJA_00753	CDS	351				hypothetical protein
CJBLAEJA_00754	CDS	513				hypothetical protein
CJBLAEJA_00755	CDS	705				hypothetical protein
CJBLAEJA_00756	CDS	183				hypothetical protein
CJBLAEJA_00757	CDS	768	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
CJBLAEJA_00758	CDS	882				hypothetical protein
CJBLAEJA_00759	CDS	285				hypothetical protein
CJBLAEJA_00760	CDS	1572				hypothetical protein
CJBLAEJA_00761	CDS	615				hypothetical protein
CJBLAEJA_00762	CDS	693				hypothetical protein
CJBLAEJA_00763	CDS	1077	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
CJBLAEJA_00764	CDS	903				hypothetical protein
CJBLAEJA_00765	CDS	717	kdsB_1	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
CJBLAEJA_00766	CDS	1002	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
CJBLAEJA_00767	CDS	1572	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
CJBLAEJA_00768	CDS	525				hypothetical protein
CJBLAEJA_00769	CDS	1101	lpxT_1	2.7.4.29		Lipid A 1-diphosphate synthase
CJBLAEJA_00770	CDS	1281				Tn3 family transposase TnXax1
CJBLAEJA_00771	CDS	1419			COG2308	putative protein
CJBLAEJA_00772	CDS	945				hypothetical protein
CJBLAEJA_00773	CDS	819			COG1305	putative protein
CJBLAEJA_00774	CDS	744				hypothetical protein
CJBLAEJA_00775	CDS	1335				hypothetical protein
CJBLAEJA_00776	CDS	285				hypothetical protein
CJBLAEJA_00777	CDS	372	limA	3.3.2.8		Limonene-1,2-epoxide hydrolase
CJBLAEJA_00778	CDS	2079	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
CJBLAEJA_00779	CDS	720				hypothetical protein
CJBLAEJA_00780	CDS	1320	linC_4	1.14.14.84		Linalool 8-monooxygenase
CJBLAEJA_00781	CDS	1134	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
CJBLAEJA_00782	CDS	1038				hypothetical protein
CJBLAEJA_00783	CDS	1458				hypothetical protein
CJBLAEJA_00784	CDS	1008				hypothetical protein
CJBLAEJA_00785	CDS	696				hypothetical protein
CJBLAEJA_00786	CDS	564				hypothetical protein
CJBLAEJA_00787	CDS	1452				hypothetical protein
CJBLAEJA_00788	CDS	384				hypothetical protein
CJBLAEJA_00789	CDS	327				hypothetical protein
CJBLAEJA_00790	CDS	726	ygaZ		COG1296	Inner membrane protein YgaZ
CJBLAEJA_00791	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CJBLAEJA_00792	CDS	4692	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
CJBLAEJA_00793	CDS	738				hypothetical protein
CJBLAEJA_00794	CDS	1035	ltaE	4.1.2.48		Low specificity L-threonine aldolase
CJBLAEJA_00795	CDS	420				hypothetical protein
CJBLAEJA_00796	CDS	2538	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
CJBLAEJA_00797	CDS	2685	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
CJBLAEJA_00798	CDS	465	ibpA_1		COG0071	Small heat shock protein IbpA
CJBLAEJA_00799	CDS	1218	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
CJBLAEJA_00800	CDS	903	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CJBLAEJA_00801	CDS	951				hypothetical protein
CJBLAEJA_00802	CDS	744	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CJBLAEJA_00803	CDS	858	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CJBLAEJA_00804	CDS	432				hypothetical protein
CJBLAEJA_00805	CDS	1557	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
CJBLAEJA_00806	CDS	375				hypothetical protein
CJBLAEJA_00807	CDS	942	pldB	3.1.1.5	COG2267	Lysophospholipase L2
CJBLAEJA_00808	CDS	801	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
CJBLAEJA_00809	CDS	1011				hypothetical protein
CJBLAEJA_00810	CDS	762				hypothetical protein
CJBLAEJA_00811	CDS	1857	typA		COG1217	GTP-binding protein TypA/BipA
CJBLAEJA_00812	CDS	1272				hypothetical protein
CJBLAEJA_00813	CDS	300				hypothetical protein
CJBLAEJA_00814	CDS	306				hypothetical protein
CJBLAEJA_00815	CDS	1206	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
CJBLAEJA_00816	CDS	978	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
CJBLAEJA_00817	CDS	672	qseB			Transcriptional regulatory protein QseB
CJBLAEJA_00818	CDS	1389	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CJBLAEJA_00819	CDS	714	mcr1	2.7.-.-		putative phosphatidylethanolamine transferase Mcr-1
CJBLAEJA_00820	CDS	885	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
CJBLAEJA_00821	CDS	726				hypothetical protein
CJBLAEJA_00822	CDS	882	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
CJBLAEJA_00823	CDS	1593				hypothetical protein
CJBLAEJA_00824	CDS	975				hypothetical protein
CJBLAEJA_00825	CDS	957				hypothetical protein
CJBLAEJA_00826	CDS	363	cpdR			Response regulator receiver protein CpdR
CJBLAEJA_00827	tRNA	75				tRNA-Val(gac)
CJBLAEJA_00828	CDS	1116	mdtA_1			Multidrug resistance protein MdtA
CJBLAEJA_00829	CDS	3072	bepE			Efflux pump membrane transporter BepE
CJBLAEJA_00830	CDS	1224				hypothetical protein
CJBLAEJA_00831	CDS	822				hypothetical protein
CJBLAEJA_00832	CDS	846	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
CJBLAEJA_00833	CDS	609	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
CJBLAEJA_00834	CDS	2361				hypothetical protein
CJBLAEJA_00835	CDS	1383				putative protein
CJBLAEJA_00836	CDS	687				hypothetical protein
CJBLAEJA_00837	CDS	1143				hypothetical protein
CJBLAEJA_00838	CDS	414				hypothetical protein
CJBLAEJA_00839	CDS	351				hypothetical protein
CJBLAEJA_00840	CDS	672	nbzA	1.7.1.16		Nitrobenzene nitroreductase
CJBLAEJA_00841	CDS	948	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CJBLAEJA_00842	CDS	1755	atsA	3.1.6.1	COG3119	Arylsulfatase
CJBLAEJA_00843	CDS	1236		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
CJBLAEJA_00844	CDS	1356				hypothetical protein
CJBLAEJA_00845	CDS	201				hypothetical protein
CJBLAEJA_00846	CDS	999	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CJBLAEJA_00847	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
CJBLAEJA_00848	CDS	1056				hypothetical protein
CJBLAEJA_00849	CDS	612				hypothetical protein
CJBLAEJA_00850	CDS	1023	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CJBLAEJA_00851	CDS	1428	ttuE	2.7.1.40		Pyruvate kinase
CJBLAEJA_00852	CDS	1341	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
CJBLAEJA_00853	CDS	837				hypothetical protein
CJBLAEJA_00854	CDS	303				hypothetical protein
CJBLAEJA_00855	CDS	264				hypothetical protein
CJBLAEJA_00856	CDS	1734				hypothetical protein
CJBLAEJA_00857	CDS	453				hypothetical protein
CJBLAEJA_00858	CDS	639				hypothetical protein
CJBLAEJA_00859	CDS	954				hypothetical protein
CJBLAEJA_00860	CDS	1359			COG2239	Magnesium transporter MgtE
CJBLAEJA_00861	CDS	1299				hypothetical protein
CJBLAEJA_00862	CDS	333				hypothetical protein
CJBLAEJA_00863	CDS	402				hypothetical protein
CJBLAEJA_00864	CDS	624	slmA_2			Nucleoid occlusion factor SlmA
CJBLAEJA_00865	CDS	432				hypothetical protein
CJBLAEJA_00866	CDS	837				hypothetical protein
CJBLAEJA_00867	CDS	1530	norR			Anaerobic nitric oxide reductase transcription regulator NorR
CJBLAEJA_00868	CDS	843	pal_1			Peptidoglycan-associated lipoprotein
CJBLAEJA_00869	CDS	1845	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
CJBLAEJA_00870	CDS	1383	ubiB_2	2.7.-.-		protein kinase UbiB
CJBLAEJA_00871	CDS	444				hypothetical protein
CJBLAEJA_00872	CDS	984	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CJBLAEJA_00873	CDS	144				hypothetical protein
CJBLAEJA_00874	CDS	1134	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
CJBLAEJA_00875	CDS	321	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
CJBLAEJA_00876	CDS	1407	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
CJBLAEJA_00877	CDS	378				hypothetical protein
CJBLAEJA_00878	CDS	351				hypothetical protein
CJBLAEJA_00879	CDS	471	mshD	2.3.1.189		Mycothiol acetyltransferase
CJBLAEJA_00880	CDS	222	rpsU		COG0828	30S ribosomal protein S21
CJBLAEJA_00881	CDS	672	def	3.5.1.88		Peptide deformylase
CJBLAEJA_00882	CDS	690				hypothetical protein
CJBLAEJA_00883	CDS	1119	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
CJBLAEJA_00884	CDS	627	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
CJBLAEJA_00885	CDS	597	dosC	2.7.7.65		Diguanylate cyclase DosC
CJBLAEJA_00886	CDS	207				hypothetical protein
CJBLAEJA_00887	CDS	648	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
CJBLAEJA_00888	CDS	177				hypothetical protein
CJBLAEJA_00889	CDS	1629		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CJBLAEJA_00890	CDS	1908	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CJBLAEJA_00891	CDS	828	fabG2	1.-.-.-		putative oxidoreductase
CJBLAEJA_00892	CDS	720				hypothetical protein
CJBLAEJA_00893	CDS	996	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
CJBLAEJA_00894	CDS	588				hypothetical protein
CJBLAEJA_00895	CDS	222	rpmE		COG0254	50S ribosomal protein L31
CJBLAEJA_00896	CDS	1857	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
CJBLAEJA_00897	CDS	1095				hypothetical protein
CJBLAEJA_00898	CDS	1023	ompA			Outer membrane protein A
CJBLAEJA_00899	CDS	969				hypothetical protein
CJBLAEJA_00900	CDS	447				hypothetical protein
CJBLAEJA_00901	CDS	804	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
CJBLAEJA_00902	CDS	564	efp		COG0231	Elongation factor P
CJBLAEJA_00903	CDS	1032				hypothetical protein
CJBLAEJA_00904	CDS	477	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
CJBLAEJA_00905	CDS	1182				hypothetical protein
CJBLAEJA_00906	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
CJBLAEJA_00907	CDS	1008	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
CJBLAEJA_00908	CDS	2037	tktA	2.2.1.1	COG0021	Transketolase 1
CJBLAEJA_00909	CDS	267				hypothetical protein
CJBLAEJA_00910	CDS	360				hypothetical protein
CJBLAEJA_00911	CDS	696				hypothetical protein
CJBLAEJA_00912	CDS	813	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
CJBLAEJA_00913	CDS	1029				hypothetical protein
CJBLAEJA_00914	CDS	747			COG0217	putative transcriptional regulatory protein
CJBLAEJA_00915	CDS	522	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
CJBLAEJA_00916	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
CJBLAEJA_00917	CDS	1044	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CJBLAEJA_00918	CDS	474	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
CJBLAEJA_00919	CDS	726	tolQ_1		COG0811	Tol-Pal system protein TolQ
CJBLAEJA_00920	CDS	411	exbD_1		COG0848	Biopolymer transport protein ExbD
CJBLAEJA_00921	CDS	813				hypothetical protein
CJBLAEJA_00922	CDS	1359	tolB		COG0823	Tol-Pal system protein TolB
CJBLAEJA_00923	CDS	498	pal_2			Peptidoglycan-associated lipoprotein
CJBLAEJA_00924	CDS	900	cpoB			Cell division coordinator CpoB
CJBLAEJA_00925	CDS	1350	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
CJBLAEJA_00926	CDS	1929	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
CJBLAEJA_00927	CDS	408				hypothetical protein
CJBLAEJA_00928	CDS	324	fdxE_2		COG0633	Ferredoxin-6
CJBLAEJA_00929	CDS	1266	linC_5	1.14.14.84		Linalool 8-monooxygenase
CJBLAEJA_00930	CDS	564	luxR			HTH-type transcriptional regulator LuxR
CJBLAEJA_00931	CDS	816	folP	2.5.1.15	COG0294	Dihydropteroate synthase
CJBLAEJA_00932	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
CJBLAEJA_00933	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CJBLAEJA_00934	CDS	1431	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
CJBLAEJA_00935	CDS	792	yddE	5.1.-.-	COG0384	putative isomerase YddE
CJBLAEJA_00936	CDS	1176	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
CJBLAEJA_00937	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
CJBLAEJA_00938	CDS	495				hypothetical protein
CJBLAEJA_00939	CDS	672				hypothetical protein
CJBLAEJA_00940	CDS	390				hypothetical protein
CJBLAEJA_00941	CDS	918				hypothetical protein
CJBLAEJA_00942	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CJBLAEJA_00943	CDS	405				hypothetical protein
CJBLAEJA_00944	CDS	417				hypothetical protein
CJBLAEJA_00945	CDS	1869	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
CJBLAEJA_00946	CDS	1734			COG3653	putative protein
CJBLAEJA_00947	CDS	657	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CJBLAEJA_00948	CDS	918	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
CJBLAEJA_00949	CDS	420	vsr	3.1.-.-	COG3727	Very short patch repair protein
CJBLAEJA_00950	CDS	885				hypothetical protein
CJBLAEJA_00951	CDS	963	aplIM	2.1.1.37	COG0270	Modification methylase AplI
CJBLAEJA_00952	CDS	1089	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CJBLAEJA_00953	CDS	408				hypothetical protein
CJBLAEJA_00954	tRNA	76				tRNA-Glu(ctc)
CJBLAEJA_00955	CDS	411				hypothetical protein
CJBLAEJA_00956	CDS	732				hypothetical protein
CJBLAEJA_00957	CDS	612				hypothetical protein
CJBLAEJA_00958	CDS	2067				hypothetical protein
CJBLAEJA_00959	CDS	204				hypothetical protein
CJBLAEJA_00960	CDS	351				hypothetical protein
CJBLAEJA_00961	CDS	804	cysQ_2	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
CJBLAEJA_00962	CDS	618	chpT	2.7.99.-		Protein phosphotransferase ChpT
CJBLAEJA_00963	CDS	708	ctrA			Cell cycle response regulator CtrA
CJBLAEJA_00964	CDS	1329	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
CJBLAEJA_00965	CDS	411				hypothetical protein
CJBLAEJA_00966	CDS	486				hypothetical protein
CJBLAEJA_00967	CDS	324				hypothetical protein
CJBLAEJA_00968	CDS	2127	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
CJBLAEJA_00969	CDS	1368	atoC		COG2204	Regulatory protein AtoC
CJBLAEJA_00970	CDS	357				hypothetical protein
CJBLAEJA_00971	CDS	684				hypothetical protein
CJBLAEJA_00972	CDS	1026	fliG		COG1536	Flagellar motor switch protein FliG
CJBLAEJA_00973	CDS	1215				hypothetical protein
CJBLAEJA_00974	CDS	420				hypothetical protein
CJBLAEJA_00975	CDS	276				hypothetical protein
CJBLAEJA_00976	CDS	681				hypothetical protein
CJBLAEJA_00977	CDS	1488				hypothetical protein
CJBLAEJA_00978	CDS	1218	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
CJBLAEJA_00979	CDS	678	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CJBLAEJA_00980	tRNA	77				tRNA-Met(cat)
CJBLAEJA_00981	CDS	1164				hypothetical protein
CJBLAEJA_00982	CDS	936				IS3 family transposase ISXau1
CJBLAEJA_00983	CDS	267				IS3 family transposase ISMamg1
CJBLAEJA_00984	CDS	297	xerC_2			Tyrosine recombinase XerC
CJBLAEJA_00985	CDS	1653				hypothetical protein
CJBLAEJA_00986	CDS	921	traC_1	2.7.7.-		DNA primase TraC
CJBLAEJA_00987	CDS	1512				hypothetical protein
CJBLAEJA_00988	CDS	4080				hypothetical protein
CJBLAEJA_00989	CDS	255				hypothetical protein
CJBLAEJA_00990	CDS	753				hypothetical protein
CJBLAEJA_00991	CDS	294				hypothetical protein
CJBLAEJA_00992	CDS	201				hypothetical protein
CJBLAEJA_00993	CDS	1545				hypothetical protein
CJBLAEJA_00994	CDS	201				hypothetical protein
CJBLAEJA_00995	CDS	582				hypothetical protein
CJBLAEJA_00996	CDS	1707				hypothetical protein
CJBLAEJA_00997	CDS	102				hypothetical protein
CJBLAEJA_00998	CDS	615	xerC_3			Tyrosine recombinase XerC
CJBLAEJA_00999	CDS	396				hypothetical protein
CJBLAEJA_01000	CDS	429				hypothetical protein
CJBLAEJA_01001	CDS	411				hypothetical protein
CJBLAEJA_01002	CDS	1308	traG			Conjugal transfer protein TraG
CJBLAEJA_01003	CDS	189				hypothetical protein
CJBLAEJA_01004	CDS	1569				hypothetical protein
CJBLAEJA_01005	CDS	1287				hypothetical protein
CJBLAEJA_01006	CDS	834				hypothetical protein
CJBLAEJA_01007	CDS	798				hypothetical protein
CJBLAEJA_01008	CDS	3276				hypothetical protein
CJBLAEJA_01009	CDS	3183				hypothetical protein
CJBLAEJA_01010	CDS	216				hypothetical protein
CJBLAEJA_01011	CDS	1113	xerC_4			Tyrosine recombinase XerC
CJBLAEJA_01012	CDS	804				hypothetical protein
CJBLAEJA_01013	CDS	1551				hypothetical protein
CJBLAEJA_01014	CDS	312				hypothetical protein
CJBLAEJA_01015	CDS	369	cheY_2		COG0784	Chemotaxis protein CheY 
CJBLAEJA_01016	CDS	2148	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
CJBLAEJA_01017	CDS	486	cheW_3		COG0835	Chemotaxis protein CheW
CJBLAEJA_01018	CDS	861	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
CJBLAEJA_01019	CDS	1068	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
CJBLAEJA_01020	CDS	390	cheY_3		COG0784	Chemotaxis protein CheY
CJBLAEJA_01021	CDS	591	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
CJBLAEJA_01022	CDS	420				hypothetical protein
CJBLAEJA_01023	CDS	591				hypothetical protein
CJBLAEJA_01024	CDS	501				hypothetical protein
CJBLAEJA_01025	CDS	234				hypothetical protein
CJBLAEJA_01026	CDS	630	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
CJBLAEJA_01027	CDS	366				hypothetical protein
CJBLAEJA_01028	CDS	216				hypothetical protein
CJBLAEJA_01029	CDS	603				hypothetical protein
CJBLAEJA_01030	CDS	624	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
CJBLAEJA_01031	CDS	204	cspA_1		COG1278	Cold shock protein CspA
CJBLAEJA_01032	CDS	441				hypothetical protein
CJBLAEJA_01033	CDS	240				hypothetical protein
CJBLAEJA_01034	CDS	1020				hypothetical protein
CJBLAEJA_01035	CDS	675				hypothetical protein
CJBLAEJA_01036	CDS	1140	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CJBLAEJA_01037	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
CJBLAEJA_01038	CDS	1611		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
CJBLAEJA_01039	CDS	891				hypothetical protein
CJBLAEJA_01040	CDS	621	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
CJBLAEJA_01041	CDS	603				hypothetical protein
CJBLAEJA_01042	CDS	1137				hypothetical protein
CJBLAEJA_01043	CDS	813	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
CJBLAEJA_01044	CDS	1110	ychF		COG0012	Ribosome-binding ATPase YchF
CJBLAEJA_01045	CDS	642				hypothetical protein
CJBLAEJA_01046	CDS	639	rplY		COG1825	50S ribosomal protein L25
CJBLAEJA_01047	CDS	936	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CJBLAEJA_01048	CDS	870				hypothetical protein
CJBLAEJA_01049	CDS	771		1.10.3.-	COG1496	Polyphenol oxidase
CJBLAEJA_01050	CDS	1077				hypothetical protein
CJBLAEJA_01051	CDS	822	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
CJBLAEJA_01052	CDS	1266	linC_6	1.14.14.84		Linalool 8-monooxygenase
CJBLAEJA_01053	CDS	684				hypothetical protein
CJBLAEJA_01054	CDS	285	ubiK			Ubiquinone biosynthesis accessory factor UbiK
CJBLAEJA_01055	CDS	504				hypothetical protein
CJBLAEJA_01056	CDS	204				hypothetical protein
CJBLAEJA_01057	CDS	615	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
CJBLAEJA_01058	CDS	609				hypothetical protein
CJBLAEJA_01059	CDS	372				hypothetical protein
CJBLAEJA_01060	CDS	1410	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
CJBLAEJA_01061	CDS	723	ompR			Transcriptional regulatory protein OmpR
CJBLAEJA_01062	CDS	549				hypothetical protein
CJBLAEJA_01063	CDS	903	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
CJBLAEJA_01064	CDS	426	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
CJBLAEJA_01065	CDS	252				hypothetical protein
CJBLAEJA_01066	CDS	612	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CJBLAEJA_01067	CDS	1911	uvrC		COG0322	UvrABC system protein C
CJBLAEJA_01068	CDS	408				hypothetical protein
CJBLAEJA_01069	CDS	765	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
CJBLAEJA_01070	CDS	1038	yrbG_1		COG0530	Inner membrane protein YrbG
CJBLAEJA_01071	CDS	354				hypothetical protein
CJBLAEJA_01072	CDS	1248				hypothetical protein
CJBLAEJA_01073	CDS	612				hypothetical protein
CJBLAEJA_01074	CDS	555				hypothetical protein
CJBLAEJA_01075	CDS	765	lpxT_2	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
CJBLAEJA_01076	CDS	1710	lpxT_3	2.7.4.29		Lipid A 1-diphosphate synthase
CJBLAEJA_01077	CDS	2328	uvrB		COG0556	UvrABC system protein B
CJBLAEJA_01078	CDS	498				hypothetical protein
CJBLAEJA_01079	CDS	792	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CJBLAEJA_01080	CDS	627				hypothetical protein
CJBLAEJA_01081	CDS	615				hypothetical protein
CJBLAEJA_01082	CDS	627				hypothetical protein
CJBLAEJA_01083	CDS	2283				hypothetical protein
CJBLAEJA_01084	CDS	609	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CJBLAEJA_01085	CDS	1509	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
CJBLAEJA_01086	CDS	615				hypothetical protein
CJBLAEJA_01087	CDS	1203	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
CJBLAEJA_01088	CDS	744				hypothetical protein
CJBLAEJA_01089	CDS	639				hypothetical protein
CJBLAEJA_01090	CDS	813	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
CJBLAEJA_01091	CDS	468	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
CJBLAEJA_01092	CDS	672	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
CJBLAEJA_01093	CDS	882	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CJBLAEJA_01094	CDS	606	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
CJBLAEJA_01095	CDS	1980				hypothetical protein
CJBLAEJA_01096	CDS	657				hypothetical protein
CJBLAEJA_01097	CDS	966				hypothetical protein
CJBLAEJA_01098	CDS	486	lrp_2		COG1522	Leucine-responsive regulatory protein
CJBLAEJA_01099	CDS	459	greA		COG0782	Transcription elongation factor GreA
CJBLAEJA_01100	CDS	3240	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
CJBLAEJA_01101	CDS	1221	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
CJBLAEJA_01102	CDS	465	yqeY		COG1610	putative protein YqeY
CJBLAEJA_01103	CDS	1923	dnaG	2.7.7.-		DNA primase
CJBLAEJA_01104	CDS	1962	rpoD		COG0568	RNA polymerase sigma factor RpoD
CJBLAEJA_01105	CDS	1047	arsM	2.1.1.137		Arsenite methyltransferase
CJBLAEJA_01106	CDS	1131				hypothetical protein
CJBLAEJA_01107	CDS	618				hypothetical protein
CJBLAEJA_01108	CDS	936				IS3 family transposase ISXau1
CJBLAEJA_01109	CDS	267				IS3 family transposase ISMamg1
CJBLAEJA_01110	CDS	219				hypothetical protein
CJBLAEJA_01111	CDS	753			COG2968	26 kDa periplasmic immunogenic protein
CJBLAEJA_01112	tRNA	77				tRNA-Met(cat)
CJBLAEJA_01113	CDS	210				hypothetical protein
