locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEDLIAGG_01112	CDS	903	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LEDLIAGG_01113	CDS	888				hypothetical protein
LEDLIAGG_01114	CDS	570		2.3.1.-	COG1670	Acetyltransferase
LEDLIAGG_01115	CDS	1527	degP_3	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
LEDLIAGG_01116	CDS	186				hypothetical protein
LEDLIAGG_01117	CDS	990	hflC		COG0330	Modulator of FtsH protease HflC
LEDLIAGG_01118	CDS	1125	hflK		COG0330	Modulator of FtsH protease HflK
LEDLIAGG_01119	CDS	498	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
LEDLIAGG_01120	CDS	804	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
LEDLIAGG_01121	CDS	1092				hypothetical protein
LEDLIAGG_01122	CDS	399	crcB_1			Putative fluoride ion transporter CrcB
LEDLIAGG_01123	CDS	384	crcB_2			Putative fluoride ion transporter CrcB
LEDLIAGG_01124	CDS	1041				hypothetical protein
LEDLIAGG_01125	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
LEDLIAGG_01126	CDS	312				hypothetical protein
LEDLIAGG_01127	tmRNA	335	ssrA			transfer-messenger RNA, SsrA
LEDLIAGG_01128	CDS	555				hypothetical protein
LEDLIAGG_01129	CDS	192				hypothetical protein
LEDLIAGG_01130	CDS	216				hypothetical protein
LEDLIAGG_01131	CDS	3828				hypothetical protein
LEDLIAGG_01132	CDS	1425		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
LEDLIAGG_01133	CDS	489	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
LEDLIAGG_01134	CDS	204				hypothetical protein
LEDLIAGG_01135	CDS	1167				Blue-light-activated protein
LEDLIAGG_01136	CDS	450				hypothetical protein
LEDLIAGG_01137	CDS	1017				hypothetical protein
LEDLIAGG_01138	CDS	2787	rep	3.6.4.12		ATP-dependent DNA helicase Rep
LEDLIAGG_01139	CDS	990				hypothetical protein
LEDLIAGG_01140	CDS	141				hypothetical protein
LEDLIAGG_01141	CDS	141				hypothetical protein
LEDLIAGG_01142	CDS	720				hypothetical protein
LEDLIAGG_01143	CDS	597				hypothetical protein
LEDLIAGG_01144	CDS	498				hypothetical protein
LEDLIAGG_01145	CDS	1092	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LEDLIAGG_01146	CDS	825	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
LEDLIAGG_01147	CDS	663	gmk	2.7.4.8	COG0194	Guanylate kinase
LEDLIAGG_01148	CDS	888				hypothetical protein
LEDLIAGG_01149	CDS	1173	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
LEDLIAGG_01150	CDS	1257	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
LEDLIAGG_01151	CDS	237	acpP_1		COG0236	Acyl carrier protein AcpP
LEDLIAGG_01152	CDS	738	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEDLIAGG_01153	CDS	945	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
LEDLIAGG_01154	CDS	945	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
LEDLIAGG_01155	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
LEDLIAGG_01156	CDS	744	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
LEDLIAGG_01157	CDS	315	gdx			Guanidinium exporter
LEDLIAGG_01158	CDS	1467	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
LEDLIAGG_01159	CDS	534				hypothetical protein
LEDLIAGG_01160	CDS	1386	radA	3.6.4.-	COG1066	DNA repair protein RadA
LEDLIAGG_01161	CDS	1176	alr	5.1.1.1		Alanine racemase
LEDLIAGG_01162	CDS	1491	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
LEDLIAGG_01163	CDS	1302	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
LEDLIAGG_01164	CDS	618	rplI		COG0359	50S ribosomal protein L9
LEDLIAGG_01165	CDS	249	rpsR		COG0238	30S ribosomal protein S18
LEDLIAGG_01166	CDS	468	rpsF		COG0360	30S ribosomal protein S6
LEDLIAGG_01167	CDS	2211	aas		COG0204	Bifunctional protein Aas
LEDLIAGG_01168	CDS	804				hypothetical protein
LEDLIAGG_01169	CDS	699	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
LEDLIAGG_01170	CDS	1887	atm1		COG5265	ATM1-type heavy metal exporter
LEDLIAGG_01171	CDS	357				hypothetical protein
LEDLIAGG_01172	CDS	2163				hypothetical protein
LEDLIAGG_01173	CDS	645		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
LEDLIAGG_01174	CDS	393				hypothetical protein
LEDLIAGG_01175	CDS	987	rarD		COG2962	Protein RarD
LEDLIAGG_01176	CDS	1614	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
LEDLIAGG_01177	CDS	489				hypothetical protein
LEDLIAGG_01178	CDS	1524	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
LEDLIAGG_01179	CDS	153				hypothetical protein
LEDLIAGG_01180	CDS	621	argO		COG1279	Arginine exporter protein ArgO
LEDLIAGG_01181	CDS	483				hypothetical protein
LEDLIAGG_01182	CDS	630	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LEDLIAGG_01183	CDS	144				hypothetical protein
LEDLIAGG_01184	CDS	576				hypothetical protein
LEDLIAGG_01185	CDS	873	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
LEDLIAGG_01186	CDS	192				hypothetical protein
LEDLIAGG_01187	CDS	1833				hypothetical protein
LEDLIAGG_01188	CDS	297				hypothetical protein
LEDLIAGG_01189	CDS	708	ygaZ		COG1296	Inner membrane protein YgaZ
LEDLIAGG_01190	CDS	2109	ligA	6.5.1.2	COG0272	DNA ligase
LEDLIAGG_01191	CDS	1671	recN		COG0497	DNA repair protein RecN
LEDLIAGG_01192	CDS	822	bamD		COG4105	Outer membrane protein assembly factor BamD
LEDLIAGG_01193	CDS	951	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LEDLIAGG_01194	CDS	1659	ftsZ			Cell division protein FtsZ
LEDLIAGG_01195	CDS	1305	ftsA		COG0849	Cell division protein FtsA
LEDLIAGG_01196	CDS	900	ftsQ			Cell division protein FtsQ
LEDLIAGG_01197	CDS	927	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LEDLIAGG_01198	CDS	966	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
LEDLIAGG_01199	CDS	1413	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LEDLIAGG_01200	CDS	1125	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LEDLIAGG_01201	CDS	1152	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
LEDLIAGG_01202	CDS	1401	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
LEDLIAGG_01203	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LEDLIAGG_01204	CDS	1443	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LEDLIAGG_01205	CDS	1455	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LEDLIAGG_01206	CDS	1719	ftsI_1	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
LEDLIAGG_01207	CDS	366				hypothetical protein
LEDLIAGG_01208	CDS	1020	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LEDLIAGG_01209	CDS	465	mraZ			Transcriptional regulator MraZ
LEDLIAGG_01210	CDS	1116	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
LEDLIAGG_01211	CDS	612	mltC_1	4.2.2.-		Membrane-bound lytic murein transglycosylase C
LEDLIAGG_01212	CDS	759	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
LEDLIAGG_01213	CDS	711	djlA_2		COG1076	Co-chaperone protein DjlA
LEDLIAGG_01214	CDS	981	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
LEDLIAGG_01215	CDS	153				hypothetical protein
LEDLIAGG_01216	CDS	1365				hypothetical protein
LEDLIAGG_01217	CDS	843				hypothetical protein
LEDLIAGG_01218	CDS	1179				Tn3 family transposase TnXax1
LEDLIAGG_01219	CDS	384				hypothetical protein
LEDLIAGG_01220	CDS	555	sigW		COG1595	ECF RNA polymerase sigma factor SigW
LEDLIAGG_01221	CDS	501				hypothetical protein
LEDLIAGG_01222	CDS	351				hypothetical protein
LEDLIAGG_01223	CDS	1221	ldc_1	4.1.1.17		Lysine/ornithine decarboxylase
LEDLIAGG_01224	CDS	930	yijE_2			putative cystine transporter YijE
LEDLIAGG_01225	CDS	1380	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LEDLIAGG_01226	tRNA	75				tRNA-Val(gac)
LEDLIAGG_01227	CDS	363	cpdR_1			Response regulator receiver protein CpdR
LEDLIAGG_01228	CDS	891				hypothetical protein
LEDLIAGG_01229	CDS	786	hisN_1	3.1.3.15	COG0483	Histidinol-phosphatase
LEDLIAGG_01230	CDS	999	pldB	3.1.1.5	COG2267	Lysophospholipase L2
LEDLIAGG_01231	CDS	462	ibpA_1		COG0071	Small heat shock protein IbpA
LEDLIAGG_01232	CDS	1164	argE_1	3.5.1.16		Acetylornithine deacetylase
LEDLIAGG_01233	CDS	1221	mdtA			Multidrug resistance protein MdtA
LEDLIAGG_01234	CDS	3135	mdtC_1			Multidrug resistance protein MdtC
LEDLIAGG_01235	CDS	1185				hypothetical protein
LEDLIAGG_01236	CDS	1896		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LEDLIAGG_01237	CDS	813	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEDLIAGG_01238	CDS	786	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
LEDLIAGG_01239	CDS	1101				hypothetical protein
LEDLIAGG_01240	CDS	876	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LEDLIAGG_01241	CDS	1038				hypothetical protein
LEDLIAGG_01242	CDS	969	adhT	1.1.1.1		Alcohol dehydrogenase
LEDLIAGG_01243	CDS	1251	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
LEDLIAGG_01244	CDS	633				hypothetical protein
LEDLIAGG_01245	CDS	816	rhlG	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
LEDLIAGG_01246	CDS	498		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
LEDLIAGG_01247	CDS	1041		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
LEDLIAGG_01248	CDS	780	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
LEDLIAGG_01249	CDS	1515	asnB_1	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
LEDLIAGG_01250	CDS	2694				hypothetical protein
LEDLIAGG_01251	CDS	549	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
LEDLIAGG_01252	CDS	2991	soxA_4	1.5.3.1		Sarcosine oxidase subunit alpha
LEDLIAGG_01253	CDS	294	soxD	1.5.3.1		Sarcosine oxidase subunit delta
LEDLIAGG_01254	CDS	1254	soxB_2	1.5.3.1		Sarcosine oxidase subunit beta
LEDLIAGG_01255	CDS	282				hypothetical protein
LEDLIAGG_01256	CDS	852	ycf3			Photosystem I assembly protein Ycf3
LEDLIAGG_01257	CDS	594	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
LEDLIAGG_01258	CDS	477				hypothetical protein
LEDLIAGG_01259	CDS	447				hypothetical protein
LEDLIAGG_01260	CDS	1845				hypothetical protein
LEDLIAGG_01261	CDS	1398	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
LEDLIAGG_01262	CDS	417				hypothetical protein
LEDLIAGG_01263	CDS	1299	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
LEDLIAGG_01264	CDS	228				hypothetical protein
LEDLIAGG_01265	CDS	171				hypothetical protein
LEDLIAGG_01266	CDS	1305				hypothetical protein
LEDLIAGG_01267	CDS	453	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
LEDLIAGG_01268	CDS	843	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEDLIAGG_01269	CDS	1314				hypothetical protein
LEDLIAGG_01270	CDS	1077				hypothetical protein
LEDLIAGG_01271	CDS	960	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LEDLIAGG_01272	CDS	144				hypothetical protein
LEDLIAGG_01273	CDS	828	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LEDLIAGG_01274	CDS	1980		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LEDLIAGG_01275	CDS	360				hypothetical protein
LEDLIAGG_01276	CDS	261				hypothetical protein
LEDLIAGG_01277	CDS	765				hypothetical protein
LEDLIAGG_01278	CDS	2313				hypothetical protein
LEDLIAGG_01279	CDS	3471				hypothetical protein
LEDLIAGG_01280	CDS	657				hypothetical protein
LEDLIAGG_01281	CDS	552				hypothetical protein
LEDLIAGG_01282	CDS	1389	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
LEDLIAGG_01283	CDS	1101			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
LEDLIAGG_01284	CDS	768	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
LEDLIAGG_01285	CDS	387				hypothetical protein
LEDLIAGG_01286	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
LEDLIAGG_01287	CDS	993	cytR_1		COG1609	HTH-type transcriptional repressor CytR
LEDLIAGG_01288	CDS	885	ribN_1			Riboflavin transporter
LEDLIAGG_01289	CDS	483	slyA_1			Transcriptional regulator SlyA
LEDLIAGG_01290	CDS	756	mftE_1	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
LEDLIAGG_01291	CDS	255				hypothetical protein
LEDLIAGG_01292	CDS	294				hypothetical protein
LEDLIAGG_01293	CDS	1062	yciC_1		COG0523	Putative metal chaperone YciC
LEDLIAGG_01294	CDS	975				hypothetical protein
LEDLIAGG_01295	CDS	1242				hypothetical protein
LEDLIAGG_01296	CDS	1473				hypothetical protein
LEDLIAGG_01297	CDS	1263	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
LEDLIAGG_01298	CDS	1311	guaD	3.5.4.3	COG0402	Guanine deaminase
LEDLIAGG_01299	CDS	1218				hypothetical protein
LEDLIAGG_01300	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
LEDLIAGG_01301	CDS	270				hypothetical protein
LEDLIAGG_01302	CDS	831				hypothetical protein
LEDLIAGG_01303	CDS	147				hypothetical protein
LEDLIAGG_01304	CDS	2343	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
LEDLIAGG_01305	CDS	1464				hypothetical protein
LEDLIAGG_01306	CDS	366	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
LEDLIAGG_01307	CDS	1434				hypothetical protein
LEDLIAGG_01308	CDS	828	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
LEDLIAGG_01309	CDS	498	allA_1	4.3.2.3	COG3194	Ureidoglycolate lyase
LEDLIAGG_01310	CDS	1590	sgrR			HTH-type transcriptional regulator SgrR
LEDLIAGG_01311	CDS	966	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
LEDLIAGG_01312	CDS	837	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
LEDLIAGG_01313	CDS	1665	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
LEDLIAGG_01314	CDS	1527	lfrA		COG0477	Multidrug efflux pump LfrA
LEDLIAGG_01315	CDS	906	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
LEDLIAGG_01316	CDS	1005	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
LEDLIAGG_01317	CDS	1206	paaJ_2	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
LEDLIAGG_01318	CDS	672	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
LEDLIAGG_01319	CDS	717	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
LEDLIAGG_01320	CDS	771	pcaR_1		COG1414	Pca regulon regulatory protein
LEDLIAGG_01321	CDS	210				hypothetical protein
LEDLIAGG_01322	CDS	369				hypothetical protein
LEDLIAGG_01323	CDS	1623				IS66 family transposase ISAzs21
LEDLIAGG_01324	CDS	1536				hypothetical protein
LEDLIAGG_01325	CDS	792				IS21 family transposase ISRsp3
LEDLIAGG_01326	CDS	264				hypothetical protein
LEDLIAGG_01327	CDS	321				hypothetical protein
LEDLIAGG_01328	CDS	606				hypothetical protein
LEDLIAGG_01329	CDS	1590				IS66 family transposase IS693
LEDLIAGG_01330	CDS	165				hypothetical protein
LEDLIAGG_01331	CDS	462				hypothetical protein
LEDLIAGG_01332	CDS	180				hypothetical protein
LEDLIAGG_01333	CDS	366				hypothetical protein
LEDLIAGG_01334	CDS	537				hypothetical protein
LEDLIAGG_01335	CDS	702				hypothetical protein
LEDLIAGG_01336	CDS	1314	xylA	5.3.1.5	COG2115	Xylose isomerase
LEDLIAGG_01337	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
LEDLIAGG_01338	CDS	1320				hypothetical protein
LEDLIAGG_01339	CDS	609				hypothetical protein
LEDLIAGG_01340	CDS	306				hypothetical protein
LEDLIAGG_01341	CDS	993				hypothetical protein
LEDLIAGG_01342	tRNA	77				tRNA-Met(cat)
LEDLIAGG_01343	CDS	576	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
LEDLIAGG_01344	CDS	435				hypothetical protein
LEDLIAGG_01345	CDS	249				hypothetical protein
LEDLIAGG_01346	CDS	882	rhaS_1			HTH-type transcriptional activator RhaS
LEDLIAGG_01347	CDS	1014				hypothetical protein
LEDLIAGG_01348	CDS	624				hypothetical protein
LEDLIAGG_01349	CDS	597				hypothetical protein
LEDLIAGG_01350	CDS	456				hypothetical protein
LEDLIAGG_01351	CDS	876	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
LEDLIAGG_01352	CDS	498				hypothetical protein
LEDLIAGG_01353	CDS	564	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin bcp
LEDLIAGG_01354	CDS	1692	ftsI_2	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
LEDLIAGG_01355	CDS	408				hypothetical protein
LEDLIAGG_01356	CDS	516	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
LEDLIAGG_01357	CDS	594				hypothetical protein
LEDLIAGG_01358	CDS	606				hypothetical protein
LEDLIAGG_01359	CDS	1524				IS66 family transposase IS693
LEDLIAGG_01360	CDS	354				hypothetical protein
LEDLIAGG_01361	CDS	462				hypothetical protein
LEDLIAGG_01362	CDS	357	fosX_1			Fosfomycin resistance protein FosX
LEDLIAGG_01363	CDS	981	benM			HTH-type transcriptional regulator BenM
LEDLIAGG_01364	CDS	231				hypothetical protein
LEDLIAGG_01365	CDS	1197				hypothetical protein
LEDLIAGG_01366	CDS	1008				hypothetical protein
LEDLIAGG_01367	CDS	690				hypothetical protein
LEDLIAGG_01368	CDS	1353				hypothetical protein
LEDLIAGG_01369	CDS	267				hypothetical protein
LEDLIAGG_01370	CDS	786				hypothetical protein
LEDLIAGG_01371	CDS	2511	virB4		COG3451	Type IV secretion system protein virB4
LEDLIAGG_01372	CDS	282				hypothetical protein
LEDLIAGG_01373	CDS	336				hypothetical protein
LEDLIAGG_01374	CDS	981				hypothetical protein
LEDLIAGG_01375	CDS	1266				hypothetical protein
LEDLIAGG_01376	CDS	1269				IS256 family transposase ISOan9
LEDLIAGG_01377	CDS	1677				hypothetical protein
LEDLIAGG_01378	CDS	420				hypothetical protein
LEDLIAGG_01379	CDS	1992	traG			Conjugal transfer protein TraG
LEDLIAGG_01380	CDS	1764				hypothetical protein
LEDLIAGG_01381	CDS	768	mltC_2	4.2.2.-		Membrane-bound lytic murein transglycosylase C
LEDLIAGG_01382	CDS	342				hypothetical protein
LEDLIAGG_01383	CDS	558				hypothetical protein
LEDLIAGG_01384	CDS	504				hypothetical protein
LEDLIAGG_01385	CDS	1065				hypothetical protein
LEDLIAGG_01386	CDS	282				hypothetical protein
LEDLIAGG_01387	CDS	219				hypothetical protein
LEDLIAGG_01388	CDS	219				hypothetical protein
LEDLIAGG_01389	CDS	324				hypothetical protein
LEDLIAGG_01390	CDS	441				hypothetical protein
LEDLIAGG_01391	CDS	168				hypothetical protein
LEDLIAGG_01392	CDS	1044				IS110 family transposase ISPye46
LEDLIAGG_01393	CDS	618				hypothetical protein
LEDLIAGG_01394	CDS	1203				hypothetical protein
LEDLIAGG_01395	CDS	1041				hypothetical protein
LEDLIAGG_01396	CDS	4308				hypothetical protein
LEDLIAGG_01397	CDS	267				hypothetical protein
LEDLIAGG_01398	CDS	417				hypothetical protein
LEDLIAGG_01399	CDS	2136	noc_2			Nucleoid occlusion protein
LEDLIAGG_01400	CDS	1251				hypothetical protein
LEDLIAGG_01401	CDS	1638				hypothetical protein
LEDLIAGG_01402	CDS	1560				hypothetical protein
LEDLIAGG_01403	CDS	1356				hypothetical protein
LEDLIAGG_01404	CDS	1104				hypothetical protein
LEDLIAGG_01405	CDS	675				hypothetical protein
LEDLIAGG_01406	CDS	6456				hypothetical protein
LEDLIAGG_01407	CDS	3036				hypothetical protein
LEDLIAGG_01408	CDS	3930				hypothetical protein
LEDLIAGG_01409	CDS	918				hypothetical protein
LEDLIAGG_01410	CDS	711				hypothetical protein
LEDLIAGG_01411	CDS	945				hypothetical protein
LEDLIAGG_01412	CDS	984	yrbG_2		COG0530	Inner membrane protein YrbG
LEDLIAGG_01413	CDS	504				hypothetical protein
LEDLIAGG_01414	CDS	876				hypothetical protein
LEDLIAGG_01415	CDS	1959	copB_1	7.2.2.8		Copper-exporting P-type ATPase B
LEDLIAGG_01416	CDS	513				hypothetical protein
LEDLIAGG_01417	CDS	108				hypothetical protein
LEDLIAGG_01418	CDS	399	hmrR_1			HTH-type transcriptional regulator HmrR
LEDLIAGG_01419	CDS	492				hypothetical protein
LEDLIAGG_01420	CDS	447				hypothetical protein
LEDLIAGG_01421	CDS	198				hypothetical protein
LEDLIAGG_01422	CDS	2532	actP_2	7.2.2.9		Copper-transporting P-type ATPase
LEDLIAGG_01423	CDS	762				hypothetical protein
LEDLIAGG_01424	CDS	1281				hypothetical protein
LEDLIAGG_01425	CDS	3255	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
LEDLIAGG_01426	CDS	390				hypothetical protein
LEDLIAGG_01427	CDS	1065				hypothetical protein
LEDLIAGG_01428	CDS	1437	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
LEDLIAGG_01429	CDS	612				hypothetical protein
LEDLIAGG_01430	CDS	468				hypothetical protein
LEDLIAGG_01431	CDS	384				hypothetical protein
LEDLIAGG_01432	CDS	2175				hypothetical protein
LEDLIAGG_01433	CDS	390	cph2			Phytochrome-like protein cph2
LEDLIAGG_01434	CDS	183				hypothetical protein
LEDLIAGG_01435	CDS	1269				IS256 family transposase ISOan9
LEDLIAGG_01436	CDS	1626				hypothetical protein
LEDLIAGG_01437	CDS	624				hypothetical protein
LEDLIAGG_01438	CDS	486				hypothetical protein
LEDLIAGG_01439	CDS	426				hypothetical protein
LEDLIAGG_01440	CDS	147				hypothetical protein
LEDLIAGG_01441	CDS	159				hypothetical protein
LEDLIAGG_01442	CDS	822				hypothetical protein
LEDLIAGG_01443	CDS	921				hypothetical protein
LEDLIAGG_01444	CDS	930				hypothetical protein
LEDLIAGG_01445	CDS	900	noc_3			Nucleoid occlusion protein
LEDLIAGG_01446	CDS	1518				hypothetical protein
LEDLIAGG_01447	CDS	663				hypothetical protein
LEDLIAGG_01448	CDS	981		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
LEDLIAGG_01449	CDS	477				hypothetical protein
LEDLIAGG_01450	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
LEDLIAGG_01451	CDS	1023				hypothetical protein
LEDLIAGG_01452	CDS	705				hypothetical protein
LEDLIAGG_01453	CDS	393	yjgH_1		COG0251	RutC family protein YjgH
LEDLIAGG_01454	CDS	903	rhaS_2			HTH-type transcriptional activator RhaS
LEDLIAGG_01455	CDS	612				hypothetical protein
LEDLIAGG_01456	CDS	1464	katA	1.11.1.6		Catalase
LEDLIAGG_01457	CDS	1383	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
LEDLIAGG_01458	CDS	1656	alsS	2.2.1.6	COG0028	Acetolactate synthase
LEDLIAGG_01459	CDS	339				hypothetical protein
LEDLIAGG_01460	CDS	318				hypothetical protein
LEDLIAGG_01461	CDS	894	dmlR_2			HTH-type transcriptional regulator DmlR
LEDLIAGG_01462	CDS	936				hypothetical protein
LEDLIAGG_01463	CDS	1251				hypothetical protein
LEDLIAGG_01464	CDS	219				hypothetical protein
LEDLIAGG_01465	CDS	1575	dppA_2		COG0747	Periplasmic dipeptide transport protein
LEDLIAGG_01466	CDS	240				hypothetical protein
LEDLIAGG_01467	CDS	231				hypothetical protein
LEDLIAGG_01468	CDS	318	dmdA	2.1.1.269		Dimethylsulfonioproprionate demethylase DmdA
LEDLIAGG_01469	CDS	909	dmlR_3			HTH-type transcriptional regulator DmlR
LEDLIAGG_01470	CDS	990	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
LEDLIAGG_01471	CDS	411				hypothetical protein
LEDLIAGG_01472	CDS	534				hypothetical protein
LEDLIAGG_01473	CDS	612				hypothetical protein
LEDLIAGG_01474	CDS	135				hypothetical protein
LEDLIAGG_01475	CDS	315				hypothetical protein
LEDLIAGG_01476	CDS	333				hypothetical protein
LEDLIAGG_01477	CDS	444	aroQ_2	4.2.1.10	COG0757	3-dehydroquinate dehydratase
LEDLIAGG_01478	CDS	1293	siaM_1		COG1593	Sialic acid TRAP transporter large permease protein SiaM
LEDLIAGG_01479	CDS	525				hypothetical protein
LEDLIAGG_01480	CDS	987				hypothetical protein
LEDLIAGG_01481	CDS	675	glaR_1		COG1802	HTH-type transcriptional repressor GlaR
LEDLIAGG_01482	CDS	687	glaR_2		COG1802	HTH-type transcriptional repressor GlaR
LEDLIAGG_01483	CDS	852	aroE_1	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
LEDLIAGG_01484	CDS	1899				hypothetical protein
LEDLIAGG_01485	CDS	741	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
LEDLIAGG_01486	CDS	657	comR			HTH-type transcriptional repressor ComR
LEDLIAGG_01487	CDS	1080				hypothetical protein
LEDLIAGG_01488	CDS	576				hypothetical protein
