locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAFLDBJD_01096	CDS	825				hypothetical protein
OAFLDBJD_01097	CDS	591	orn	3.1.-.-	COG1949	Oligoribonuclease
OAFLDBJD_01098	CDS	564	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OAFLDBJD_01099	CDS	510		2.3.1.-	COG1670	Acetyltransferase
OAFLDBJD_01100	CDS	726				Iron-sulfur cluster carrier protein
OAFLDBJD_01101	CDS	1188				hypothetical protein
OAFLDBJD_01102	CDS	3273				hypothetical protein
OAFLDBJD_01103	CDS	510	greB		COG0782	Transcription elongation factor GreB
OAFLDBJD_01104	CDS	5112				hypothetical protein
OAFLDBJD_01105	CDS	546				hypothetical protein
OAFLDBJD_01106	CDS	537				hypothetical protein
OAFLDBJD_01107	CDS	540				hypothetical protein
OAFLDBJD_01108	CDS	606				hypothetical protein
OAFLDBJD_01109	CDS	291				hypothetical protein
OAFLDBJD_01110	CDS	612				hypothetical protein
OAFLDBJD_01111	CDS	2199				hypothetical protein
OAFLDBJD_01112	CDS	2601				hypothetical protein
OAFLDBJD_01113	CDS	483	pilE		COG4969	Fimbrial protein
OAFLDBJD_01114	CDS	819				hypothetical protein
OAFLDBJD_01115	CDS	447				hypothetical protein
OAFLDBJD_01116	CDS	516				hypothetical protein
OAFLDBJD_01117	CDS	339				hypothetical protein
OAFLDBJD_01118	CDS	483				hypothetical protein
OAFLDBJD_01119	CDS	597				hypothetical protein
OAFLDBJD_01120	CDS	861				hypothetical protein
OAFLDBJD_01121	CDS	1347	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
OAFLDBJD_01122	CDS	2400				hypothetical protein
OAFLDBJD_01123	CDS	909	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OAFLDBJD_01124	CDS	1887	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
OAFLDBJD_01125	CDS	1014	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
OAFLDBJD_01126	CDS	1173	lapB_1		COG2956	Lipopolysaccharide assembly protein B
OAFLDBJD_01127	CDS	273				hypothetical protein
OAFLDBJD_01128	CDS	294	ihfB		COG0776	Integration host factor subunit beta
OAFLDBJD_01129	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
OAFLDBJD_01130	CDS	684	cmk	2.7.4.25		Cytidylate kinase
OAFLDBJD_01131	CDS	1329				hypothetical protein
OAFLDBJD_01132	CDS	1323	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OAFLDBJD_01133	CDS	1209	pheA			Bifunctional chorismate mutase/prephenate dehydratase
OAFLDBJD_01134	CDS	1161	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OAFLDBJD_01135	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OAFLDBJD_01136	CDS	897				hypothetical protein
OAFLDBJD_01137	CDS	1224	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OAFLDBJD_01138	CDS	1686	fimW			Cyclic-di-GMP receptor FimW
OAFLDBJD_01139	CDS	1359	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OAFLDBJD_01140	CDS	612	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
OAFLDBJD_01141	CDS	924				hypothetical protein
OAFLDBJD_01142	CDS	591	yigZ		COG1739	IMPACT family member YigZ
OAFLDBJD_01143	CDS	924	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OAFLDBJD_01144	CDS	345	rbfA			Ribosome-binding factor A
OAFLDBJD_01145	CDS	2742	infB		COG0532	Translation initiation factor IF-2
OAFLDBJD_01146	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
OAFLDBJD_01147	CDS	567	rimP		COG0779	Ribosome maturation factor RimP
OAFLDBJD_01148	tRNA	77				tRNA-Met(cat)
OAFLDBJD_01149	CDS	1443	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
OAFLDBJD_01150	CDS	1512	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
OAFLDBJD_01151	CDS	2058	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OAFLDBJD_01152	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
OAFLDBJD_01153	CDS	615	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
OAFLDBJD_01154	CDS	489	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
OAFLDBJD_01155	CDS	1071	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
OAFLDBJD_01156	CDS	2325	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
OAFLDBJD_01157	CDS	1314	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
OAFLDBJD_01158	CDS	528	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
OAFLDBJD_01159	CDS	1254	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
OAFLDBJD_01160	CDS	726	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
OAFLDBJD_01161	CDS	543	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
OAFLDBJD_01162	CDS	357	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
OAFLDBJD_01163	tRNA	85				tRNA-Leu(gag)
OAFLDBJD_01164	CDS	462				hypothetical protein
OAFLDBJD_01165	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OAFLDBJD_01166	CDS	468				hypothetical protein
OAFLDBJD_01167	CDS	2325				hypothetical protein
OAFLDBJD_01168	CDS	705				hypothetical protein
OAFLDBJD_01169	CDS	795				hypothetical protein
OAFLDBJD_01170	tRNA	76				tRNA-Gly(gcc)
OAFLDBJD_01171	tRNA	74				tRNA-Cys(gca)
OAFLDBJD_01172	tRNA	76				tRNA-Gly(gcc)
OAFLDBJD_01173	CDS	591	pgsA_1	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
OAFLDBJD_01174	CDS	1857	uvrC		COG0322	UvrABC system protein C
OAFLDBJD_01175	CDS	1428	resA_3			Thiol-disulfide oxidoreductase ResA
OAFLDBJD_01176	CDS	531		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
OAFLDBJD_01177	CDS	774	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OAFLDBJD_01178	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OAFLDBJD_01179	CDS	1794	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OAFLDBJD_01180	CDS	447	tolR_1			Tol-Pal system protein TolR
OAFLDBJD_01181	CDS	681	tolQ_1			Tol-Pal system protein TolQ
OAFLDBJD_01182	CDS	684				hypothetical protein
OAFLDBJD_01183	CDS	1557	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OAFLDBJD_01184	CDS	702				hypothetical protein
OAFLDBJD_01185	CDS	462				hypothetical protein
OAFLDBJD_01186	CDS	210	cspA		COG1278	Major cold shock protein CspA
OAFLDBJD_01187	CDS	483	slyD_1	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OAFLDBJD_01188	CDS	264				hypothetical protein
OAFLDBJD_01189	CDS	372	ytrA		COG1725	HTH-type transcriptional repressor YtrA
OAFLDBJD_01190	CDS	858	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OAFLDBJD_01191	CDS	981				hypothetical protein
OAFLDBJD_01192	CDS	1356				IS1182 family transposase ISThsp16
OAFLDBJD_01193	CDS	1788	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
OAFLDBJD_01194	CDS	903				hypothetical protein
OAFLDBJD_01195	CDS	1392	hemN_1	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
OAFLDBJD_01196	CDS	1167				hypothetical protein
OAFLDBJD_01197	CDS	2436	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
OAFLDBJD_01198	CDS	735	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
OAFLDBJD_01199	CDS	534	rayT_2		COG1943	REP-associated tyrosine transposase
OAFLDBJD_01200	CDS	729	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OAFLDBJD_01201	CDS	351	ftsB			Cell division protein FtsB
OAFLDBJD_01202	CDS	1293	eno	4.2.1.11		Enolase
OAFLDBJD_01203	CDS	831	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OAFLDBJD_01204	CDS	1656	pyrG	6.3.4.2	COG0504	CTP synthase
OAFLDBJD_01205	CDS	648				hypothetical protein
OAFLDBJD_01206	CDS	1356	garB	1.8.1.16		Glutathione amide reductase
OAFLDBJD_01207	CDS	729	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OAFLDBJD_01208	CDS	2466	rnr	3.1.13.1	COG0557	Ribonuclease R
OAFLDBJD_01209	tRNA	85				tRNA-Leu(cag)
OAFLDBJD_01210	CDS	480	slyD_2	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OAFLDBJD_01211	CDS	558				hypothetical protein
OAFLDBJD_01212	CDS	1335	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
OAFLDBJD_01213	CDS	264				hypothetical protein
OAFLDBJD_01214	CDS	777	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
OAFLDBJD_01215	CDS	2595				hypothetical protein
OAFLDBJD_01216	CDS	2670	btuB_9			Vitamin B12 transporter BtuB
OAFLDBJD_01217	CDS	1566	sglT			Sodium/glucose cotransporter
OAFLDBJD_01218	CDS	1038	ccpA		COG1609	Catabolite control protein A
OAFLDBJD_01219	CDS	1014	glk_3	2.7.1.2	COG0837	Glucokinase
OAFLDBJD_01220	CDS	780	xynA	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
OAFLDBJD_01221	CDS	1419	yagG		COG2211	Putative glycoside/cation symporter YagG
OAFLDBJD_01222	CDS	2373		2.4.1.321	COG3459	Cellobionic acid phosphorylase
OAFLDBJD_01223	CDS	507		2.7.1.12	COG3265	Gluconokinase
OAFLDBJD_01224	CDS	783	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OAFLDBJD_01225	CDS	411				hypothetical protein
OAFLDBJD_01226	CDS	435				hypothetical protein
OAFLDBJD_01227	CDS	705				hypothetical protein
OAFLDBJD_01228	CDS	1029				hypothetical protein
OAFLDBJD_01229	CDS	1665				hypothetical protein
OAFLDBJD_01230	CDS	1203				hypothetical protein
OAFLDBJD_01231	CDS	1020				hypothetical protein
OAFLDBJD_01232	CDS	1302				hypothetical protein
OAFLDBJD_01233	CDS	375				hypothetical protein
OAFLDBJD_01234	CDS	240				hypothetical protein
OAFLDBJD_01235	CDS	840				hypothetical protein
OAFLDBJD_01236	CDS	231				hypothetical protein
OAFLDBJD_01237	CDS	855				hypothetical protein
OAFLDBJD_01238	CDS	513				hypothetical protein
OAFLDBJD_01239	CDS	246				hypothetical protein
OAFLDBJD_01240	CDS	396				hypothetical protein
OAFLDBJD_01241	CDS	456				hypothetical protein
OAFLDBJD_01242	CDS	849				IS91 family transposase ISTha3
OAFLDBJD_01243	CDS	1083				IS91 family transposase ISShvi3
OAFLDBJD_01244	CDS	702				hypothetical protein
OAFLDBJD_01245	CDS	1047				hypothetical protein
OAFLDBJD_01246	CDS	186				hypothetical protein
OAFLDBJD_01247	CDS	453				hypothetical protein
OAFLDBJD_01248	CDS	216				hypothetical protein
OAFLDBJD_01249	CDS	519				hypothetical protein
OAFLDBJD_01250	CDS	552				hypothetical protein
OAFLDBJD_01251	CDS	1572	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
OAFLDBJD_01252	CDS	705	cusR		COG0745	Transcriptional regulatory protein CusR
OAFLDBJD_01253	CDS	1092				hypothetical protein
OAFLDBJD_01254	CDS	453				hypothetical protein
OAFLDBJD_01255	CDS	2598	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
OAFLDBJD_01256	CDS	1242				hypothetical protein
OAFLDBJD_01257	CDS	720				IS701 family transposase ISXo15
OAFLDBJD_01258	CDS	240				IS701 family transposase ISXo15
OAFLDBJD_01259	CDS	1458				hypothetical protein
OAFLDBJD_01260	CDS	135				hypothetical protein
OAFLDBJD_01261	CDS	738				hypothetical protein
OAFLDBJD_01262	CDS	969				hypothetical protein
OAFLDBJD_01263	CDS	1437			COG2308	putative protein
OAFLDBJD_01264	CDS	519				hypothetical protein
OAFLDBJD_01265	CDS	501				hypothetical protein
OAFLDBJD_01266	CDS	1437	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
OAFLDBJD_01267	CDS	756				hypothetical protein
OAFLDBJD_01268	CDS	600				hypothetical protein
OAFLDBJD_01269	CDS	852				hypothetical protein
OAFLDBJD_01270	CDS	648				hypothetical protein
OAFLDBJD_01271	CDS	657	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
OAFLDBJD_01272	CDS	1140				hypothetical protein
OAFLDBJD_01273	CDS	801	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl
OAFLDBJD_01274	CDS	966				hypothetical protein
OAFLDBJD_01275	CDS	615				hypothetical protein
OAFLDBJD_01276	CDS	1089	thrA_1		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
OAFLDBJD_01277	CDS	1434	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
OAFLDBJD_01278	CDS	2100	cntO			Metal-pseudopaline receptor CntO
OAFLDBJD_01279	CDS	741		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
OAFLDBJD_01280	CDS	1440				hypothetical protein
OAFLDBJD_01281	CDS	1404				hypothetical protein
OAFLDBJD_01282	CDS	1248	desA3_1	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
OAFLDBJD_01283	CDS	1059	mdtA_4			Multidrug resistance protein MdtA
OAFLDBJD_01284	CDS	3117	mdtC_2			Multidrug resistance protein MdtC
OAFLDBJD_01285	CDS	885				hypothetical protein
OAFLDBJD_01286	CDS	1047	arsM	2.1.1.137		Arsenite methyltransferase
OAFLDBJD_01287	CDS	420				hypothetical protein
OAFLDBJD_01288	CDS	1053	ocd	4.3.1.12	COG2423	Ornithine cyclodeaminase
OAFLDBJD_01289	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OAFLDBJD_01290	CDS	474				hypothetical protein
OAFLDBJD_01291	CDS	1680	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OAFLDBJD_01292	CDS	828				hypothetical protein
OAFLDBJD_01293	CDS	918				hypothetical protein
OAFLDBJD_01294	CDS	246				hypothetical protein
OAFLDBJD_01295	CDS	2046				hypothetical protein
OAFLDBJD_01296	CDS	1638	tycA			Tyrocidine synthase 1
OAFLDBJD_01297	CDS	477	hit		COG0537	Protein hit
OAFLDBJD_01298	CDS	2496	btuB_10			Vitamin B12 transporter BtuB
OAFLDBJD_01299	CDS	684	sodA	1.15.1.1		Superoxide dismutase [Mn]
OAFLDBJD_01300	CDS	753	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
OAFLDBJD_01301	CDS	2067				hypothetical protein
OAFLDBJD_01302	CDS	750	evgS	2.7.13.3	COG0784	Sensor protein EvgS
OAFLDBJD_01303	CDS	732	recO		COG1381	DNA repair protein RecO
OAFLDBJD_01304	CDS	915	era		COG1159	GTPase Era
OAFLDBJD_01305	CDS	678	rnc	3.1.26.3	COG0571	Ribonuclease 3
OAFLDBJD_01306	CDS	387				hypothetical protein
OAFLDBJD_01307	CDS	2406	ligA	6.5.1.2		DNA ligase
OAFLDBJD_01308	CDS	3501	smc_3		COG1196	Chromosome partition protein Smc
OAFLDBJD_01309	CDS	882	surA_2	5.2.1.8		Chaperone SurA
OAFLDBJD_01310	CDS	273	bolA		COG0271	DNA-binding transcriptional regulator BolA
OAFLDBJD_01311	CDS	300	yciI		COG2350	Protein YciI
OAFLDBJD_01312	CDS	636	yciO		COG0009	putative protein YciO
OAFLDBJD_01313	CDS	1029	scpA			Segregation and condensation protein A
OAFLDBJD_01314	CDS	984	scpB			Segregation and condensation protein B
OAFLDBJD_01315	CDS	1689				hypothetical protein
OAFLDBJD_01316	CDS	579				hypothetical protein
OAFLDBJD_01317	CDS	1974				hypothetical protein
OAFLDBJD_01318	CDS	942				hypothetical protein
OAFLDBJD_01319	CDS	1149				hypothetical protein
OAFLDBJD_01320	CDS	987				hypothetical protein
OAFLDBJD_01321	CDS	966				hypothetical protein
OAFLDBJD_01322	CDS	1686				hypothetical protein
OAFLDBJD_01323	CDS	876				hypothetical protein
OAFLDBJD_01324	CDS	1773	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
OAFLDBJD_01325	CDS	762				hypothetical protein
OAFLDBJD_01326	CDS	1209				hypothetical protein
OAFLDBJD_01327	CDS	1164	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OAFLDBJD_01328	CDS	1314			COG1228	putative protein
OAFLDBJD_01329	CDS	1209				hypothetical protein
OAFLDBJD_01330	CDS	3264				hypothetical protein
OAFLDBJD_01331	CDS	1053				hypothetical protein
OAFLDBJD_01332	CDS	627				hypothetical protein
OAFLDBJD_01333	CDS	3153				hypothetical protein
OAFLDBJD_01334	CDS	1839				hypothetical protein
OAFLDBJD_01335	CDS	2085				hypothetical protein
OAFLDBJD_01336	CDS	795				IS1182 family transposase ISThsp16
OAFLDBJD_01337	CDS	603				IS1182 family transposase ISThsp16
OAFLDBJD_01338	CDS	399				hypothetical protein
OAFLDBJD_01339	CDS	819				hypothetical protein
OAFLDBJD_01340	CDS	3144				hypothetical protein
OAFLDBJD_01341	CDS	663				hypothetical protein
OAFLDBJD_01342	CDS	837				hypothetical protein
OAFLDBJD_01343	CDS	1113				hypothetical protein
OAFLDBJD_01344	CDS	501				hypothetical protein
OAFLDBJD_01345	CDS	276				hypothetical protein
OAFLDBJD_01346	CDS	1533				hypothetical protein
OAFLDBJD_01347	CDS	432				hypothetical protein
OAFLDBJD_01348	CDS	411				hypothetical protein
OAFLDBJD_01349	CDS	240				hypothetical protein
OAFLDBJD_01350	CDS	426				hypothetical protein
OAFLDBJD_01351	CDS	447				hypothetical protein
OAFLDBJD_01352	CDS	465				hypothetical protein
OAFLDBJD_01353	CDS	2145	susB	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
OAFLDBJD_01354	CDS	1659				hypothetical protein
OAFLDBJD_01355	CDS	1089				hypothetical protein
OAFLDBJD_01356	CDS	1506				hypothetical protein
OAFLDBJD_01357	CDS	987	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OAFLDBJD_01358	CDS	579	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
OAFLDBJD_01359	CDS	909	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
OAFLDBJD_01360	CDS	933	vldW	1.14.11.52		Validamycin A dioxygenase
OAFLDBJD_01361	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
OAFLDBJD_01362	CDS	903	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OAFLDBJD_01363	CDS	576				hypothetical protein
OAFLDBJD_01364	CDS	3597				hypothetical protein
OAFLDBJD_01365	CDS	1296				hypothetical protein
OAFLDBJD_01366	CDS	1341				hypothetical protein
OAFLDBJD_01367	CDS	567				hypothetical protein
OAFLDBJD_01368	CDS	855				hypothetical protein
OAFLDBJD_01369	CDS	1902				hypothetical protein
OAFLDBJD_01370	CDS	2187	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
OAFLDBJD_01371	CDS	438				hypothetical protein
OAFLDBJD_01372	CDS	993				hypothetical protein
OAFLDBJD_01373	CDS	558				hypothetical protein
OAFLDBJD_01374	CDS	1500				hypothetical protein
OAFLDBJD_01375	CDS	546	hcp1		COG3157	Protein hcp1
OAFLDBJD_01376	CDS	822				hypothetical protein
OAFLDBJD_01377	CDS	525				hypothetical protein
OAFLDBJD_01378	CDS	1875				hypothetical protein
OAFLDBJD_01379	CDS	1137				hypothetical protein
OAFLDBJD_01380	CDS	1077				hypothetical protein
OAFLDBJD_01381	CDS	1170	clpV1_1		COG0542	Protein ClpV1
OAFLDBJD_01382	CDS	1644	clpV1_2		COG0542	Protein ClpV1
OAFLDBJD_01383	CDS	597				hypothetical protein
OAFLDBJD_01384	CDS	597				hypothetical protein
OAFLDBJD_01385	CDS	3159				hypothetical protein
OAFLDBJD_01386	CDS	738				hypothetical protein
OAFLDBJD_01387	CDS	1104				hypothetical protein
OAFLDBJD_01388	CDS	1113				hypothetical protein
OAFLDBJD_01389	CDS	420				hypothetical protein
OAFLDBJD_01390	CDS	1119				hypothetical protein
OAFLDBJD_01391	CDS	1047				hypothetical protein
OAFLDBJD_01392	CDS	1599				hypothetical protein
OAFLDBJD_01393	CDS	1014				hypothetical protein
OAFLDBJD_01394	CDS	1008				hypothetical protein
OAFLDBJD_01395	CDS	1245				hypothetical protein
OAFLDBJD_01396	CDS	870				hypothetical protein
OAFLDBJD_01397	CDS	1287				hypothetical protein
OAFLDBJD_01398	CDS	357				hypothetical protein
OAFLDBJD_01399	CDS	3603				hypothetical protein
OAFLDBJD_01400	CDS	1314				hypothetical protein
OAFLDBJD_01401	CDS	900				hypothetical protein
OAFLDBJD_01402	CDS	825	rhsC_2		COG3209	Protein RhsC
OAFLDBJD_01403	CDS	1488				hypothetical protein
OAFLDBJD_01404	CDS	816				hypothetical protein
OAFLDBJD_01405	CDS	411				IS66 family transposase ISAba46
OAFLDBJD_01406	CDS	315				hypothetical protein
OAFLDBJD_01407	CDS	285				hypothetical protein
OAFLDBJD_01408	CDS	336				hypothetical protein
OAFLDBJD_01409	CDS	189				hypothetical protein
OAFLDBJD_01410	CDS	1251			COG3385	IS4 family transposase ISPa45
OAFLDBJD_01411	CDS	2595	rhsC_3		COG3209	Protein RhsC
OAFLDBJD_01412	CDS	666				hypothetical protein
OAFLDBJD_01413	CDS	453				hypothetical protein
OAFLDBJD_01414	CDS	1977	rhsC_4		COG3209	Protein RhsC
OAFLDBJD_01415	CDS	663				hypothetical protein
OAFLDBJD_01416	CDS	1056				hypothetical protein
OAFLDBJD_01417	CDS	582				hypothetical protein
OAFLDBJD_01418	CDS	1119				hypothetical protein
OAFLDBJD_01419	CDS	1047				hypothetical protein
OAFLDBJD_01420	CDS	1662				hypothetical protein
OAFLDBJD_01421	CDS	720				hypothetical protein
OAFLDBJD_01422	CDS	1254				hypothetical protein
OAFLDBJD_01423	CDS	951				hypothetical protein
OAFLDBJD_01424	CDS	1044				hypothetical protein
OAFLDBJD_01425	CDS	1638				hypothetical protein
OAFLDBJD_01426	CDS	1119				hypothetical protein
OAFLDBJD_01427	CDS	492				hypothetical protein
OAFLDBJD_01428	CDS	1245				hypothetical protein
OAFLDBJD_01429	CDS	318				hypothetical protein
OAFLDBJD_01430	CDS	807	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
OAFLDBJD_01431	CDS	453				hypothetical protein
OAFLDBJD_01432	CDS	1200	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
OAFLDBJD_01433	CDS	912				hypothetical protein
OAFLDBJD_01434	CDS	480				hypothetical protein
OAFLDBJD_01435	CDS	465				hypothetical protein
OAFLDBJD_01436	CDS	648				hypothetical protein
OAFLDBJD_01437	CDS	1041				hypothetical protein
OAFLDBJD_01438	CDS	597	yeiP		COG0231	Elongation factor P-like protein
OAFLDBJD_01439	CDS	501				hypothetical protein
OAFLDBJD_01440	CDS	1470				hypothetical protein
OAFLDBJD_01441	CDS	507				hypothetical protein
OAFLDBJD_01442	CDS	810	ydcV			Inner membrane ABC transporter permease protein YdcV
OAFLDBJD_01443	CDS	990	potH		COG1176	Putrescine transport system permease protein PotH
OAFLDBJD_01444	CDS	873				hypothetical protein
OAFLDBJD_01445	CDS	1143	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OAFLDBJD_01446	CDS	1143	potF		COG0687	Putrescine-binding periplasmic protein
OAFLDBJD_01447	CDS	345	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
OAFLDBJD_01448	CDS	564				hypothetical protein
OAFLDBJD_01449	CDS	2124	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
OAFLDBJD_01450	CDS	2334	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
OAFLDBJD_01451	CDS	1035				hypothetical protein
OAFLDBJD_01452	CDS	267	ybiI		COG1734	putative protein YbiI
OAFLDBJD_01453	CDS	393				hypothetical protein
OAFLDBJD_01454	CDS	1848				hypothetical protein
OAFLDBJD_01455	CDS	933				hypothetical protein
OAFLDBJD_01456	CDS	570	blc		COG3040	Outer membrane lipoprotein Blc
OAFLDBJD_01457	CDS	1638	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
OAFLDBJD_01458	CDS	3846				hypothetical protein
OAFLDBJD_01459	CDS	1257				hypothetical protein
OAFLDBJD_01460	CDS	732	pmpR		COG0217	Transcriptional regulatory protein PmpR
OAFLDBJD_01461	CDS	702				hypothetical protein
OAFLDBJD_01462	CDS	426				hypothetical protein
OAFLDBJD_01463	CDS	954	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
OAFLDBJD_01464	CDS	2541				hypothetical protein
OAFLDBJD_01465	CDS	1767	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
OAFLDBJD_01466	CDS	729				hypothetical protein
OAFLDBJD_01467	CDS	441	ybbJ		COG1585	Inner membrane protein YbbJ
OAFLDBJD_01468	CDS	981	qmcA		COG0330	Protein QmcA
OAFLDBJD_01469	CDS	813				hypothetical protein
OAFLDBJD_01470	CDS	1260	bcr			Bicyclomycin resistance protein
OAFLDBJD_01471	CDS	2778	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
OAFLDBJD_01472	CDS	1443	ahcY	3.3.1.1		Adenosylhomocysteinase
OAFLDBJD_01473	CDS	1965				hypothetical protein
OAFLDBJD_01474	CDS	342				hypothetical protein
OAFLDBJD_01475	CDS	282				hypothetical protein
OAFLDBJD_01476	CDS	858				hypothetical protein
OAFLDBJD_01477	CDS	534				hypothetical protein
OAFLDBJD_01478	CDS	681				hypothetical protein
OAFLDBJD_01479	CDS	972				hypothetical protein
OAFLDBJD_01480	CDS	1458				hypothetical protein
OAFLDBJD_01481	CDS	2415	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
OAFLDBJD_01482	CDS	444				hypothetical protein
OAFLDBJD_01483	CDS	765				hypothetical protein
OAFLDBJD_01484	CDS	1743	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
OAFLDBJD_01485	CDS	1497				hypothetical protein
OAFLDBJD_01486	CDS	708	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OAFLDBJD_01487	CDS	1041				hypothetical protein
OAFLDBJD_01488	CDS	1419				hypothetical protein
