locus_tag	ftype	length_bp	gene	EC_number	COG	product
LHHIPBPA_00781	CDS	642				hypothetical protein
LHHIPBPA_00782	CDS	882				hypothetical protein
LHHIPBPA_00783	CDS	711	ftsE		COG2884	Cell division ATP-binding protein FtsE
LHHIPBPA_00784	CDS	954				hypothetical protein
LHHIPBPA_00785	CDS	534	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
LHHIPBPA_00786	CDS	1317	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
LHHIPBPA_00787	CDS	237				hypothetical protein
LHHIPBPA_00788	CDS	1365	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LHHIPBPA_00789	CDS	624	tlpA		COG0526	Thiol:disulfide interchange protein TlpA
LHHIPBPA_00790	CDS	303				hypothetical protein
LHHIPBPA_00791	CDS	288				hypothetical protein
LHHIPBPA_00792	tRNA	77				tRNA-Met(cat)
LHHIPBPA_00793	CDS	405				hypothetical protein
LHHIPBPA_00794	CDS	822	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
LHHIPBPA_00795	CDS	858	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
LHHIPBPA_00796	CDS	798				hypothetical protein
LHHIPBPA_00797	CDS	927	argB	2.7.2.8	COG0548	Acetylglutamate kinase
LHHIPBPA_00798	CDS	261				hypothetical protein
LHHIPBPA_00799	CDS	1143			COG2885	Outer membrane protein
LHHIPBPA_00800	CDS	1305	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LHHIPBPA_00801	CDS	210				hypothetical protein
LHHIPBPA_00802	CDS	780	pal_2			Peptidoglycan-associated lipoprotein
LHHIPBPA_00803	CDS	975				hypothetical protein
LHHIPBPA_00804	CDS	1899				hypothetical protein
LHHIPBPA_00805	CDS	1857				hypothetical protein
LHHIPBPA_00806	CDS	696	mtgA_2	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
LHHIPBPA_00807	CDS	969				hypothetical protein
LHHIPBPA_00808	CDS	1098	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
LHHIPBPA_00809	CDS	939	czcD			Metal cation efflux system protein CzcD
LHHIPBPA_00810	CDS	660				hypothetical protein
LHHIPBPA_00811	CDS	591				hypothetical protein
LHHIPBPA_00812	CDS	279	rpmA		COG0211	50S ribosomal protein L27
LHHIPBPA_00813	CDS	534				hypothetical protein
LHHIPBPA_00814	CDS	198				hypothetical protein
LHHIPBPA_00815	CDS	684				hypothetical protein
LHHIPBPA_00816	CDS	522				hypothetical protein
LHHIPBPA_00817	CDS	1203	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
LHHIPBPA_00818	CDS	543	mip	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
LHHIPBPA_00819	CDS	1083	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
LHHIPBPA_00820	CDS	687	fzlA			FtsZ-localized protein A
LHHIPBPA_00821	CDS	984	fieF		COG0053	Ferrous-iron efflux pump FieF
LHHIPBPA_00822	CDS	1188				hypothetical protein
LHHIPBPA_00823	CDS	807	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
LHHIPBPA_00824	CDS	972				hypothetical protein
LHHIPBPA_00825	tRNA	87				tRNA-Leu(cag)
LHHIPBPA_00826	CDS	615	rnd_1	3.1.13.5		Ribonuclease D
LHHIPBPA_00827	CDS	657				hypothetical protein
LHHIPBPA_00828	CDS	483	lptD_1			LPS-assembly protein LptD
LHHIPBPA_00829	CDS	792	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LHHIPBPA_00830	CDS	1110				hypothetical protein
LHHIPBPA_00831	CDS	1770	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
LHHIPBPA_00832	CDS	1776	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
LHHIPBPA_00833	CDS	501				hypothetical protein
LHHIPBPA_00834	CDS	1539	rpoN2		COG1508	RNA polymerase sigma-54 factor 2
LHHIPBPA_00835	CDS	663	hpf			Ribosome hibernation promoting factor
LHHIPBPA_00836	CDS	468	ptsN		COG1762	Nitrogen regulatory protein
LHHIPBPA_00837	CDS	264				hypothetical protein
LHHIPBPA_00838	CDS	423	ibpB		COG0071	Small heat shock protein IbpB
LHHIPBPA_00839	CDS	1497				hypothetical protein
LHHIPBPA_00840	tRNA	76				tRNA-Ala(ggc)
LHHIPBPA_00841	CDS	537				hypothetical protein
LHHIPBPA_00842	CDS	735	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
LHHIPBPA_00843	CDS	534	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
LHHIPBPA_00844	CDS	657	cmk	2.7.4.25	COG0283	Cytidylate kinase
LHHIPBPA_00845	CDS	1710	rpsA		COG0539	30S ribosomal protein S1
LHHIPBPA_00846	CDS	288	ihfB		COG0776	Integration host factor subunit beta
LHHIPBPA_00847	CDS	447	mscL		COG1970	Large-conductance mechanosensitive channel
LHHIPBPA_00848	CDS	1236				hypothetical protein
LHHIPBPA_00849	CDS	654				hypothetical protein
LHHIPBPA_00850	CDS	1560	imuB			Protein ImuB
LHHIPBPA_00851	CDS	3312	dnaE2	2.7.7.7		Error-prone DNA polymerase
LHHIPBPA_00852	CDS	1104	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
LHHIPBPA_00853	CDS	1962				hypothetical protein
LHHIPBPA_00854	CDS	1254	bcr			Bicyclomycin resistance protein
LHHIPBPA_00855	CDS	726	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
LHHIPBPA_00856	CDS	381				hypothetical protein
LHHIPBPA_00857	CDS	414	arsC_1	1.20.4.1		Arsenate reductase
LHHIPBPA_00858	CDS	414				hypothetical protein
LHHIPBPA_00859	CDS	285				hypothetical protein
LHHIPBPA_00860	CDS	492				hypothetical protein
LHHIPBPA_00861	CDS	1596	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
LHHIPBPA_00862	CDS	345	mnhC1_1		COG1006	Na(+)/H(+) antiporter subunit C1
LHHIPBPA_00863	CDS	2916	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
LHHIPBPA_00864	CDS	432				hypothetical protein
LHHIPBPA_00865	CDS	774				hypothetical protein
LHHIPBPA_00866	CDS	1227				hypothetical protein
LHHIPBPA_00867	CDS	957				hypothetical protein
LHHIPBPA_00868	CDS	1317				hypothetical protein
LHHIPBPA_00869	CDS	1005				hypothetical protein
LHHIPBPA_00870	CDS	867				hypothetical protein
LHHIPBPA_00871	CDS	957				hypothetical protein
LHHIPBPA_00872	CDS	1326	intA_1		COG0582	Prophage integrase IntA
LHHIPBPA_00873	CDS	270				hypothetical protein
LHHIPBPA_00874	CDS	882				hypothetical protein
LHHIPBPA_00875	CDS	939				hypothetical protein
LHHIPBPA_00876	CDS	378				hypothetical protein
LHHIPBPA_00877	CDS	711				hypothetical protein
LHHIPBPA_00878	CDS	669				hypothetical protein
LHHIPBPA_00879	CDS	1074				hypothetical protein
LHHIPBPA_00880	CDS	840				hypothetical protein
LHHIPBPA_00881	CDS	294				hypothetical protein
LHHIPBPA_00882	CDS	804				hypothetical protein
LHHIPBPA_00883	CDS	1194	RBKS	2.7.1.15		Ribokinase
LHHIPBPA_00884	CDS	366				hypothetical protein
LHHIPBPA_00885	CDS	1140				hypothetical protein
LHHIPBPA_00886	CDS	1899				hypothetical protein
LHHIPBPA_00887	CDS	210				hypothetical protein
LHHIPBPA_00888	CDS	726				hypothetical protein
LHHIPBPA_00889	CDS	1149	hpaIIM	2.1.1.37		Modification methylase HpaII
LHHIPBPA_00890	CDS	609				hypothetical protein
LHHIPBPA_00891	tRNA	85				tRNA-Leu(caa)
LHHIPBPA_00892	CDS	873				hypothetical protein
LHHIPBPA_00893	CDS	792				hypothetical protein
LHHIPBPA_00894	CDS	156				hypothetical protein
LHHIPBPA_00895	CDS	1008				hypothetical protein
LHHIPBPA_00896	CDS	807				hypothetical protein
LHHIPBPA_00897	CDS	279				hypothetical protein
LHHIPBPA_00898	CDS	507				hypothetical protein
LHHIPBPA_00899	CDS	1065	iaaA_2	3.4.19.5	COG1446	Isoaspartyl peptidase
LHHIPBPA_00900	CDS	711	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
LHHIPBPA_00901	CDS	969			COG0609	putative ABC transporter permease protein
LHHIPBPA_00902	CDS	969				hypothetical protein
LHHIPBPA_00903	CDS	1761	dtpA			Dipeptide and tripeptide permease A
LHHIPBPA_00904	CDS	2043				hypothetical protein
LHHIPBPA_00905	CDS	2040				hypothetical protein
LHHIPBPA_00906	CDS	1017				hypothetical protein
LHHIPBPA_00907	CDS	1431	tldD	3.4.-.-	COG0312	Metalloprotease TldD
LHHIPBPA_00908	CDS	795				hypothetical protein
LHHIPBPA_00909	CDS	585				hypothetical protein
LHHIPBPA_00910	CDS	387				hypothetical protein
LHHIPBPA_00911	CDS	1011	ctaC_1	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
LHHIPBPA_00912	CDS	1665	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
LHHIPBPA_00913	CDS	975	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
LHHIPBPA_00914	CDS	180				hypothetical protein
LHHIPBPA_00915	CDS	573	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
LHHIPBPA_00916	CDS	909	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
LHHIPBPA_00917	CDS	420				hypothetical protein
LHHIPBPA_00918	CDS	741				hypothetical protein
LHHIPBPA_00919	CDS	1212		3.4.24.-	COG0612	putative zinc protease
LHHIPBPA_00920	CDS	591	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
LHHIPBPA_00921	CDS	1668				hypothetical protein
LHHIPBPA_00922	CDS	288				hypothetical protein
LHHIPBPA_00923	CDS	570				hypothetical protein
LHHIPBPA_00924	CDS	486		1.11.1.15		Peroxiredoxin
LHHIPBPA_00925	CDS	471				hypothetical protein
LHHIPBPA_00926	CDS	1956	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_00927	CDS	1038	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
LHHIPBPA_00928	CDS	357				hypothetical protein
LHHIPBPA_00929	CDS	504		3.1.3.-	COG2062	putative protein
LHHIPBPA_00930	CDS	774				hypothetical protein
LHHIPBPA_00931	CDS	723	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
LHHIPBPA_00932	CDS	768				hypothetical protein
LHHIPBPA_00933	CDS	726	phaB	1.1.1.36		Acetoacetyl-CoA reductase
LHHIPBPA_00934	CDS	1059	adhC2	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 2
LHHIPBPA_00935	CDS	804			COG0730	putative membrane transporter protein
LHHIPBPA_00936	CDS	423	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
LHHIPBPA_00937	CDS	432				hypothetical protein
LHHIPBPA_00938	CDS	447				hypothetical protein
LHHIPBPA_00939	CDS	897	blh_2	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
LHHIPBPA_00940	CDS	750				hypothetical protein
LHHIPBPA_00941	CDS	183				hypothetical protein
LHHIPBPA_00942	CDS	615				hypothetical protein
LHHIPBPA_00943	CDS	312				hypothetical protein
LHHIPBPA_00944	CDS	342				hypothetical protein
LHHIPBPA_00945	CDS	396				hypothetical protein
LHHIPBPA_00946	CDS	174				hypothetical protein
LHHIPBPA_00947	CDS	471				hypothetical protein
LHHIPBPA_00948	CDS	471				hypothetical protein
LHHIPBPA_00949	CDS	294				hypothetical protein
LHHIPBPA_00950	CDS	591				hypothetical protein
LHHIPBPA_00951	CDS	369	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_00952	CDS	1284	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_00953	CDS	1362	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
LHHIPBPA_00954	CDS	720	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LHHIPBPA_00955	CDS	1164	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
LHHIPBPA_00956	CDS	1785	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
LHHIPBPA_00957	CDS	486	cueR		COG0789	HTH-type transcriptional regulator CueR
LHHIPBPA_00958	CDS	522				hypothetical protein
LHHIPBPA_00959	CDS	1416	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
LHHIPBPA_00960	CDS	399	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
LHHIPBPA_00961	CDS	282	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
LHHIPBPA_00962	CDS	492	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
LHHIPBPA_00963	CDS	1542	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
LHHIPBPA_00964	CDS	348	mnhC1_2		COG1006	Na(+)/H(+) antiporter subunit C1
LHHIPBPA_00965	CDS	2868	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LHHIPBPA_00966	CDS	1734	btuB_4			Vitamin B12 transporter BtuB
LHHIPBPA_00967	tRNA	74				tRNA-Ala(ggc)
LHHIPBPA_00968	CDS	3228	mdtB			Multidrug resistance protein MdtB
LHHIPBPA_00969	CDS	1185	mdtE			Multidrug resistance protein MdtE
LHHIPBPA_00970	CDS	1857	lepA	3.6.5.-	COG0481	Elongation factor 4
LHHIPBPA_00971	CDS	984				hypothetical protein
LHHIPBPA_00972	CDS	405				hypothetical protein
LHHIPBPA_00973	CDS	597	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
LHHIPBPA_00974	CDS	936	yofA		COG0583	HTH-type transcriptional regulator YofA
LHHIPBPA_00975	CDS	975				hypothetical protein
LHHIPBPA_00976	CDS	2886				hypothetical protein
LHHIPBPA_00977	CDS	552				hypothetical protein
LHHIPBPA_00978	CDS	369				hypothetical protein
LHHIPBPA_00979	CDS	1515	opuE		COG0591	Osmoregulated proline transporter OpuE
LHHIPBPA_00980	CDS	780				hypothetical protein
LHHIPBPA_00981	CDS	444				hypothetical protein
LHHIPBPA_00982	CDS	978				hypothetical protein
LHHIPBPA_00983	CDS	558				hypothetical protein
LHHIPBPA_00984	CDS	759				hypothetical protein
LHHIPBPA_00985	CDS	1125	adhD	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
LHHIPBPA_00986	CDS	438				hypothetical protein
LHHIPBPA_00987	CDS	201				hypothetical protein
LHHIPBPA_00988	CDS	774			COG0217	putative transcriptional regulatory protein
LHHIPBPA_00989	CDS	699				hypothetical protein
LHHIPBPA_00990	CDS	396				hypothetical protein
LHHIPBPA_00991	CDS	693				hypothetical protein
LHHIPBPA_00992	CDS	516	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
LHHIPBPA_00993	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
LHHIPBPA_00994	CDS	1035	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LHHIPBPA_00995	CDS	390				hypothetical protein
LHHIPBPA_00996	CDS	450	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
LHHIPBPA_00997	CDS	759	exbB		COG0811	Biopolymer transport protein ExbB
LHHIPBPA_00998	CDS	471	tolR			Tol-Pal system protein TolR
LHHIPBPA_00999	CDS	813				hypothetical protein
LHHIPBPA_01000	CDS	1353	tolB_1		COG0823	Tol-Pal system protein TolB
LHHIPBPA_01001	CDS	555	pal_3			Peptidoglycan-associated lipoprotein
LHHIPBPA_01002	CDS	768	cpoB			Cell division coordinator CpoB
LHHIPBPA_01003	CDS	1359	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
LHHIPBPA_01004	CDS	1932	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LHHIPBPA_01005	CDS	831				hypothetical protein
LHHIPBPA_01006	CDS	324				hypothetical protein
LHHIPBPA_01007	CDS	486				hypothetical protein
LHHIPBPA_01008	CDS	1236	mdoC	2.1.-.-		Glucans biosynthesis protein C
LHHIPBPA_01009	CDS	654				hypothetical protein
LHHIPBPA_01010	CDS	303				hypothetical protein
LHHIPBPA_01011	CDS	876	folP	2.5.1.15	COG0294	Dihydropteroate synthase
LHHIPBPA_01012	CDS	129				hypothetical protein
LHHIPBPA_01013	CDS	312			COG0640	HTH-type transcriptional regulator
LHHIPBPA_01014	CDS	804	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
LHHIPBPA_01015	CDS	582				hypothetical protein
LHHIPBPA_01016	CDS	810	yddE	5.1.-.-	COG0384	putative isomerase YddE
LHHIPBPA_01017	CDS	438				hypothetical protein
LHHIPBPA_01018	CDS	369				hypothetical protein
LHHIPBPA_01019	CDS	681	phoP_1			Transcriptional regulatory protein PhoP
LHHIPBPA_01020	CDS	1329	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
LHHIPBPA_01021	CDS	1362				hypothetical protein
LHHIPBPA_01022	CDS	813				hypothetical protein
LHHIPBPA_01023	CDS	483	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
LHHIPBPA_01024	CDS	1986	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
LHHIPBPA_01025	CDS	492				hypothetical protein
LHHIPBPA_01026	CDS	1563	degQ_2	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
LHHIPBPA_01027	CDS	672	cusR		COG0745	Transcriptional regulatory protein CusR
LHHIPBPA_01028	CDS	1479	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
LHHIPBPA_01029	CDS	1518	glnE_1		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
LHHIPBPA_01030	CDS	1239	glnE_2	2.7.7.42		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
LHHIPBPA_01031	CDS	618				hypothetical protein
LHHIPBPA_01032	CDS	564	sigW		COG1595	ECF RNA polymerase sigma factor SigW
LHHIPBPA_01033	CDS	429				hypothetical protein
LHHIPBPA_01034	CDS	519				hypothetical protein
LHHIPBPA_01035	CDS	1902	pleC	2.7.13.3		Non-motile and phage-resistance protein
LHHIPBPA_01036	CDS	576				hypothetical protein
LHHIPBPA_01037	CDS	411	hrp1		COG0517	Hypoxic response protein 1
LHHIPBPA_01038	CDS	414				hypothetical protein
LHHIPBPA_01039	CDS	1506	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
LHHIPBPA_01040	CDS	1197				hypothetical protein
LHHIPBPA_01041	CDS	1959				hypothetical protein
LHHIPBPA_01042	CDS	1863	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
LHHIPBPA_01043	CDS	576				hypothetical protein
LHHIPBPA_01044	CDS	102				hypothetical protein
LHHIPBPA_01045	CDS	987	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
LHHIPBPA_01046	CDS	312				hypothetical protein
LHHIPBPA_01047	CDS	627				hypothetical protein
LHHIPBPA_01048	CDS	978	ydaD	1.-.-.-		General stress protein 39
LHHIPBPA_01049	CDS	288				hypothetical protein
LHHIPBPA_01050	CDS	420				hypothetical protein
LHHIPBPA_01051	CDS	582				hypothetical protein
LHHIPBPA_01052	CDS	393				hypothetical protein
LHHIPBPA_01053	CDS	759	yghA	1.-.-.-		putative oxidoreductase YghA
LHHIPBPA_01054	CDS	495				hypothetical protein
LHHIPBPA_01055	CDS	447				hypothetical protein
LHHIPBPA_01056	CDS	1893	uvrC		COG0322	UvrABC system protein C
LHHIPBPA_01057	CDS	1302				hypothetical protein
LHHIPBPA_01058	CDS	624	cynT_2	4.2.1.1	COG0288	Carbonic anhydrase 1
LHHIPBPA_01059	CDS	636	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LHHIPBPA_01060	CDS	2076	dapb2_1	3.4.14.-		Dipeptidyl aminopeptidase BII
LHHIPBPA_01061	CDS	2127	dapb2_2	3.4.14.-		Dipeptidyl aminopeptidase BII
LHHIPBPA_01062	CDS	1176				hypothetical protein
LHHIPBPA_01063	CDS	675	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LHHIPBPA_01064	CDS	1017	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
LHHIPBPA_01065	CDS	798		4.2.1.150	COG1024	Crotonyl-CoA hydratase
LHHIPBPA_01066	CDS	297				hypothetical protein
LHHIPBPA_01067	CDS	240				hypothetical protein
LHHIPBPA_01068	CDS	510				hypothetical protein
LHHIPBPA_01069	CDS	825				hypothetical protein
LHHIPBPA_01070	CDS	1095				hypothetical protein
LHHIPBPA_01071	CDS	1293				hypothetical protein
LHHIPBPA_01072	CDS	525	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
LHHIPBPA_01073	CDS	198				hypothetical protein
LHHIPBPA_01074	CDS	831		4.1.1.112		Oxaloacetate decarboxylase
LHHIPBPA_01075	CDS	2280	btuB_5			Vitamin B12 transporter BtuB
LHHIPBPA_01076	CDS	198				hypothetical protein
LHHIPBPA_01077	CDS	2283	uvrB		COG0556	UvrABC system protein B
LHHIPBPA_01078	CDS	204	cspA_1		COG1278	Cold shock protein CspA
LHHIPBPA_01079	CDS	807				hypothetical protein
LHHIPBPA_01080	CDS	750		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
LHHIPBPA_01081	CDS	882	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
LHHIPBPA_01082	CDS	657				hypothetical protein
LHHIPBPA_01083	CDS	657				hypothetical protein
LHHIPBPA_01084	CDS	561				hypothetical protein
LHHIPBPA_01085	CDS	345				hypothetical protein
LHHIPBPA_01086	CDS	633				hypothetical protein
LHHIPBPA_01087	CDS	1230	hipA_2	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
LHHIPBPA_01088	CDS	933				hypothetical protein
LHHIPBPA_01089	CDS	474				hypothetical protein
LHHIPBPA_01090	CDS	1122				hypothetical protein
LHHIPBPA_01091	CDS	1797	yqiK		COG2268	Inner membrane protein YqiK
LHHIPBPA_01092	CDS	636	yqiJ			Inner membrane protein YqiJ
LHHIPBPA_01093	CDS	693				hypothetical protein
LHHIPBPA_01094	CDS	552				hypothetical protein
LHHIPBPA_01095	CDS	1752				hypothetical protein
LHHIPBPA_01096	CDS	1335				hypothetical protein
LHHIPBPA_01097	CDS	1440				hypothetical protein
LHHIPBPA_01098	CDS	1491				hypothetical protein
LHHIPBPA_01099	CDS	1176				hypothetical protein
LHHIPBPA_01100	CDS	777				hypothetical protein
LHHIPBPA_01101	CDS	1764				hypothetical protein
LHHIPBPA_01102	CDS	300	rpmB		COG0227	50S ribosomal protein L28
LHHIPBPA_01103	CDS	459				hypothetical protein
LHHIPBPA_01104	CDS	369				hypothetical protein
LHHIPBPA_01105	CDS	363				hypothetical protein
LHHIPBPA_01106	CDS	564	carD		COG1329	RNA polymerase-binding transcription factor CarD
LHHIPBPA_01107	CDS	342	fdxA		COG1146	Ferredoxin-2
LHHIPBPA_01108	CDS	285	hslR		COG1188	Heat shock protein 15
LHHIPBPA_01109	CDS	2475				hypothetical protein
LHHIPBPA_01110	tRNA	77				tRNA-Arg(cct)
LHHIPBPA_01111	CDS	339				hypothetical protein
LHHIPBPA_01112	CDS	444	cadI		COG0346	Cadmium-induced protein CadI
LHHIPBPA_01113	CDS	408				hypothetical protein
LHHIPBPA_01114	CDS	513	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
LHHIPBPA_01115	CDS	1026				hypothetical protein
LHHIPBPA_01116	CDS	1656				hypothetical protein
LHHIPBPA_01117	CDS	279	hupB		COG0776	DNA-binding protein HU-beta
LHHIPBPA_01118	CDS	891				hypothetical protein
LHHIPBPA_01119	CDS	291				putative protein
LHHIPBPA_01120	CDS	408				hypothetical protein
LHHIPBPA_01121	CDS	420	flgC		COG1558	Flagellar basal-body rod protein FlgC
LHHIPBPA_01122	CDS	300	fliE			Flagellar hook-basal body complex protein FliE
LHHIPBPA_01123	CDS	879				hypothetical protein
LHHIPBPA_01124	CDS	1149				hypothetical protein
LHHIPBPA_01125	CDS	702	speE	2.5.1.16		Polyamine aminopropyltransferase
LHHIPBPA_01126	CDS	627	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
LHHIPBPA_01127	CDS	264				hypothetical protein
LHHIPBPA_01128	CDS	771				hypothetical protein
LHHIPBPA_01129	CDS	1077	flhB		COG1377	Flagellar biosynthetic protein FlhB
LHHIPBPA_01130	CDS	564	fliF_1		COG1766	Flagellar M-ring protein
LHHIPBPA_01131	CDS	1074	fliF_2		COG1766	Flagellar M-ring protein
LHHIPBPA_01132	CDS	1035	fliG		COG1536	Flagellar motor switch protein FliG
LHHIPBPA_01133	CDS	669				hypothetical protein
LHHIPBPA_01134	CDS	333				hypothetical protein
LHHIPBPA_01135	CDS	1395	atoC_1		COG2204	Regulatory protein AtoC
LHHIPBPA_01136	CDS	903	blaC	3.5.2.6	COG2367	Beta-lactamase
LHHIPBPA_01137	CDS	2118	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
LHHIPBPA_01138	CDS	711				hypothetical protein
LHHIPBPA_01139	CDS	1533	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
LHHIPBPA_01140	CDS	426	rssB			Regulator of RpoS
LHHIPBPA_01141	CDS	1047	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
LHHIPBPA_01142	CDS	390				hypothetical protein
LHHIPBPA_01143	CDS	183				hypothetical protein
LHHIPBPA_01144	CDS	510				hypothetical protein
LHHIPBPA_01145	CDS	1179				hypothetical protein
LHHIPBPA_01146	CDS	663				hypothetical protein
LHHIPBPA_01147	CDS	528	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
LHHIPBPA_01148	CDS	939		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
LHHIPBPA_01149	CDS	660				hypothetical protein
LHHIPBPA_01150	CDS	618	ppiA_1	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
LHHIPBPA_01151	CDS	249	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
LHHIPBPA_01152	CDS	351	csaA		COG0073	putative chaperone CsaA
LHHIPBPA_01153	CDS	861		2.5.1.10		Farnesyl diphosphate synthase
LHHIPBPA_01154	CDS	1908	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
LHHIPBPA_01155	CDS	459				hypothetical protein
LHHIPBPA_01156	CDS	351				hypothetical protein
LHHIPBPA_01157	CDS	786	atpB		COG0356	ATP synthase subunit a
LHHIPBPA_01158	CDS	225	atpE			ATP synthase subunit c
LHHIPBPA_01159	CDS	591	atpG_2			ATP synthase subunit b'
LHHIPBPA_01160	CDS	255	atpF_1			ATP synthase subunit b
LHHIPBPA_01161	CDS	264	atpF_2			ATP synthase subunit b
LHHIPBPA_01162	CDS	489				hypothetical protein
LHHIPBPA_01163	CDS	1572	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
