locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAAGMPBJ_00772	CDS	465				hypothetical protein
FAAGMPBJ_00773	CDS	1029	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
FAAGMPBJ_00774	CDS	1548				hypothetical protein
FAAGMPBJ_00775	CDS	2166	priA	3.6.4.-	COG1198	Primosomal protein N'
FAAGMPBJ_00776	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
FAAGMPBJ_00777	CDS	2319				hypothetical protein
FAAGMPBJ_00778	CDS	1110				hypothetical protein
FAAGMPBJ_00779	CDS	996				hypothetical protein
FAAGMPBJ_00780	CDS	1470	murJ_2			lipid II flippase MurJ
FAAGMPBJ_00781	CDS	1833				hypothetical protein
FAAGMPBJ_00782	tRNA	76				tRNA-Lys(ttt)
FAAGMPBJ_00783	CDS	495	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FAAGMPBJ_00784	CDS	666	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
FAAGMPBJ_00785	CDS	849		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
FAAGMPBJ_00786	CDS	852				hypothetical protein
FAAGMPBJ_00787	CDS	1002	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
FAAGMPBJ_00788	CDS	1680				hypothetical protein
FAAGMPBJ_00789	CDS	645				hypothetical protein
FAAGMPBJ_00790	CDS	2703	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
FAAGMPBJ_00791	CDS	465	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
FAAGMPBJ_00792	CDS	960				hypothetical protein
FAAGMPBJ_00793	CDS	669				hypothetical protein
FAAGMPBJ_00794	CDS	1539		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FAAGMPBJ_00795	CDS	1293		1.14.-.-		Cytochrome P450-terp
FAAGMPBJ_00796	CDS	1428	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FAAGMPBJ_00797	CDS	1173	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
FAAGMPBJ_00798	CDS	783		1.-.-.-		putative oxidoreductase
FAAGMPBJ_00799	CDS	870	menB_2	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
FAAGMPBJ_00800	CDS	657	betI_1			HTH-type transcriptional regulator BetI
FAAGMPBJ_00801	CDS	333				hypothetical protein
FAAGMPBJ_00802	CDS	420				hypothetical protein
FAAGMPBJ_00803	CDS	1206				hypothetical protein
FAAGMPBJ_00804	CDS	1035				hypothetical protein
FAAGMPBJ_00805	CDS	873	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
FAAGMPBJ_00806	CDS	861				hypothetical protein
FAAGMPBJ_00807	CDS	2652				hypothetical protein
FAAGMPBJ_00808	CDS	612				hypothetical protein
FAAGMPBJ_00809	CDS	1824	atsA_1	3.1.6.1	COG3119	Arylsulfatase
FAAGMPBJ_00810	CDS	1029				hypothetical protein
FAAGMPBJ_00811	CDS	1662	atsA_2	3.1.6.1	COG3119	Arylsulfatase
FAAGMPBJ_00812	CDS	915		1.8.3.7	COG1262	Formylglycine-generating enzyme
FAAGMPBJ_00813	CDS	585				hypothetical protein
FAAGMPBJ_00814	CDS	483				hypothetical protein
FAAGMPBJ_00815	CDS	1776	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FAAGMPBJ_00816	CDS	1392	zraR_1		COG2204	Transcriptional regulatory protein ZraR
FAAGMPBJ_00817	CDS	135				hypothetical protein
FAAGMPBJ_00818	CDS	1128	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
FAAGMPBJ_00819	CDS	285	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
FAAGMPBJ_00820	CDS	1533	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
FAAGMPBJ_00821	CDS	696	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
FAAGMPBJ_00822	CDS	1170				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
FAAGMPBJ_00823	CDS	1137	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
FAAGMPBJ_00824	CDS	372	gcvH		COG0509	Glycine cleavage system H protein
FAAGMPBJ_00825	CDS	1359	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
FAAGMPBJ_00826	CDS	1581	gcvPB	1.4.4.2	COG1003	putative glycine dehydrogenase (decarboxylating) subunit 2
FAAGMPBJ_00827	CDS	498				hypothetical protein
FAAGMPBJ_00828	CDS	690				hypothetical protein
FAAGMPBJ_00829	CDS	405				hypothetical protein
FAAGMPBJ_00830	CDS	1584	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FAAGMPBJ_00831	CDS	948	ribN			Riboflavin transporter
FAAGMPBJ_00832	CDS	1146	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FAAGMPBJ_00833	CDS	1056	menB_3	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
FAAGMPBJ_00834	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
FAAGMPBJ_00835	CDS	780				hypothetical protein
FAAGMPBJ_00836	CDS	663				hypothetical protein
FAAGMPBJ_00837	CDS	1539	pao	1.4.3.24		Pseudooxynicotine oxidase
FAAGMPBJ_00838	CDS	216				hypothetical protein
FAAGMPBJ_00839	CDS	1518				hypothetical protein
FAAGMPBJ_00840	CDS	918				hypothetical protein
FAAGMPBJ_00841	CDS	462				hypothetical protein
FAAGMPBJ_00842	CDS	1566	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
FAAGMPBJ_00843	CDS	690				hypothetical protein
FAAGMPBJ_00844	CDS	486	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
FAAGMPBJ_00845	CDS	2265	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
FAAGMPBJ_00846	CDS	651	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
FAAGMPBJ_00847	CDS	1005	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
FAAGMPBJ_00848	CDS	2367	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FAAGMPBJ_00849	CDS	621		2.3.1.-	COG0454	Acetyltransferase Pat
FAAGMPBJ_00850	CDS	852	psd_1	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
FAAGMPBJ_00851	CDS	888				hypothetical protein
FAAGMPBJ_00852	CDS	1203				hypothetical protein
FAAGMPBJ_00853	CDS	2133	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
FAAGMPBJ_00854	CDS	924	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
FAAGMPBJ_00855	CDS	447	nusB		COG0781	Transcription antitermination protein NusB
FAAGMPBJ_00856	CDS	1290	hisD	1.1.1.23		Histidinol dehydrogenase
FAAGMPBJ_00857	CDS	666	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
FAAGMPBJ_00858	CDS	1047				hypothetical protein
FAAGMPBJ_00859	CDS	894	ephA	3.3.2.10		Epoxide hydrolase A
FAAGMPBJ_00860	CDS	357				hypothetical protein
FAAGMPBJ_00861	CDS	285	bolA		COG0271	DNA-binding transcriptional regulator BolA
FAAGMPBJ_00862	CDS	669	dnaJ_1			Chaperone protein DnaJ
FAAGMPBJ_00863	CDS	993	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
FAAGMPBJ_00864	CDS	297				hypothetical protein
FAAGMPBJ_00865	CDS	342				hypothetical protein
FAAGMPBJ_00866	CDS	2097	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
FAAGMPBJ_00867	CDS	1824	cobT_2	6.6.1.2		Aerobic cobaltochelatase subunit CobT
FAAGMPBJ_00868	CDS	612				hypothetical protein
FAAGMPBJ_00869	CDS	465				hypothetical protein
FAAGMPBJ_00870	CDS	747	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
FAAGMPBJ_00871	CDS	2037				hypothetical protein
FAAGMPBJ_00872	CDS	804				hypothetical protein
FAAGMPBJ_00873	CDS	1479	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FAAGMPBJ_00874	CDS	945		1.17.1.9		Formate dehydrogenase, mitochondrial
FAAGMPBJ_00875	CDS	768				hypothetical protein
FAAGMPBJ_00876	CDS	1647	alsS	2.2.1.6	COG0028	Acetolactate synthase
FAAGMPBJ_00877	CDS	1434	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
FAAGMPBJ_00878	CDS	480	greB		COG0782	Transcription elongation factor GreB
FAAGMPBJ_00879	CDS	2064	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
FAAGMPBJ_00880	CDS	876	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FAAGMPBJ_00881	CDS	483	smpB			SsrA-binding protein
FAAGMPBJ_00882	CDS	561				hypothetical protein
FAAGMPBJ_00883	CDS	2463	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FAAGMPBJ_00884	CDS	348				hypothetical protein
FAAGMPBJ_00885	CDS	1086	recA		COG0468	Protein RecA
FAAGMPBJ_00886	CDS	2664	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
FAAGMPBJ_00887	CDS	231	rpmE		COG0254	50S ribosomal protein L31
FAAGMPBJ_00888	CDS	462	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FAAGMPBJ_00889	CDS	690				hypothetical protein
FAAGMPBJ_00890	CDS	2670	bamA_2		COG4775	Outer membrane protein assembly factor BamA
FAAGMPBJ_00891	CDS	1113	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
FAAGMPBJ_00892	CDS	1212	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
FAAGMPBJ_00893	CDS	804				hypothetical protein
FAAGMPBJ_00894	CDS	792	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FAAGMPBJ_00895	CDS	558	frr		COG0233	Ribosome-recycling factor
FAAGMPBJ_00896	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
FAAGMPBJ_00897	CDS	924	tsf			Elongation factor Ts
FAAGMPBJ_00898	CDS	855	rpsB		COG0052	30S ribosomal protein S2
FAAGMPBJ_00899	CDS	282				hypothetical protein
FAAGMPBJ_00900	CDS	822				hypothetical protein
FAAGMPBJ_00901	CDS	735	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
FAAGMPBJ_00902	CDS	1221	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FAAGMPBJ_00903	CDS	1632				hypothetical protein
FAAGMPBJ_00904	CDS	1773	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FAAGMPBJ_00905	CDS	1236	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
FAAGMPBJ_00906	CDS	411				hypothetical protein
FAAGMPBJ_00907	CDS	498				hypothetical protein
FAAGMPBJ_00908	CDS	660	gpmB_2	5.4.2.-		phosphoglycerate mutase GpmB
FAAGMPBJ_00909	CDS	1119	dnaN			Beta sliding clamp
FAAGMPBJ_00910	CDS	177				hypothetical protein
FAAGMPBJ_00911	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
FAAGMPBJ_00912	CDS	1491	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
FAAGMPBJ_00913	CDS	2106				hypothetical protein
FAAGMPBJ_00914	CDS	1383	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
FAAGMPBJ_00915	CDS	2004	tolB_2			Tol-Pal system protein TolB
FAAGMPBJ_00916	CDS	1824	menF	5.4.4.2		Isochorismate synthase MenF
FAAGMPBJ_00917	CDS	159				hypothetical protein
FAAGMPBJ_00918	CDS	702	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
FAAGMPBJ_00919	CDS	474				hypothetical protein
FAAGMPBJ_00920	CDS	1935	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FAAGMPBJ_00921	CDS	426				hypothetical protein
FAAGMPBJ_00922	CDS	573	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FAAGMPBJ_00923	CDS	3240	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FAAGMPBJ_00924	CDS	924	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
FAAGMPBJ_00925	CDS	1185				hypothetical protein
FAAGMPBJ_00926	CDS	498	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
FAAGMPBJ_00927	CDS	1095	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
FAAGMPBJ_00928	CDS	540	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FAAGMPBJ_00929	CDS	627				hypothetical protein
FAAGMPBJ_00930	CDS	717				hypothetical protein
FAAGMPBJ_00931	CDS	1152	metXA_1	2.3.1.46		Homoserine O-acetyltransferase
FAAGMPBJ_00932	CDS	744				hypothetical protein
FAAGMPBJ_00933	CDS	582				hypothetical protein
FAAGMPBJ_00934	CDS	1314				hypothetical protein
FAAGMPBJ_00935	CDS	957				hypothetical protein
FAAGMPBJ_00936	CDS	1323				hypothetical protein
FAAGMPBJ_00937	CDS	1020				hypothetical protein
FAAGMPBJ_00938	CDS	936				hypothetical protein
FAAGMPBJ_00939	CDS	189				hypothetical protein
FAAGMPBJ_00940	CDS	123				hypothetical protein
FAAGMPBJ_00941	CDS	1530	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FAAGMPBJ_00942	CDS	576		1.11.1.15		Peroxiredoxin
FAAGMPBJ_00943	CDS	300				hypothetical protein
FAAGMPBJ_00944	CDS	2919				hypothetical protein
FAAGMPBJ_00945	CDS	2148		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
FAAGMPBJ_00946	CDS	1581				hypothetical protein
FAAGMPBJ_00947	CDS	804	fdhD		COG1526	Sulfur carrier protein FdhD
FAAGMPBJ_00948	CDS	2292				hypothetical protein
FAAGMPBJ_00949	CDS	861				hypothetical protein
FAAGMPBJ_00950	CDS	495				hypothetical protein
FAAGMPBJ_00951	CDS	684				hypothetical protein
FAAGMPBJ_00952	CDS	576				hypothetical protein
FAAGMPBJ_00953	CDS	780				hypothetical protein
FAAGMPBJ_00954	CDS	747	cysQ_1	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
FAAGMPBJ_00955	CDS	1905	cysNC		COG0529	Bifunctional enzyme CysN/CysC
FAAGMPBJ_00956	CDS	915	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
FAAGMPBJ_00957	CDS	1068				hypothetical protein
FAAGMPBJ_00958	CDS	2397				hypothetical protein
FAAGMPBJ_00959	CDS	501				hypothetical protein
FAAGMPBJ_00960	CDS	1335				hypothetical protein
FAAGMPBJ_00961	CDS	1530	emrB			Colistin resistance protein EmrB
FAAGMPBJ_00962	CDS	309				hypothetical protein
FAAGMPBJ_00963	CDS	738				hypothetical protein
FAAGMPBJ_00964	CDS	501				hypothetical protein
FAAGMPBJ_00965	CDS	513				hypothetical protein
FAAGMPBJ_00966	CDS	696	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
FAAGMPBJ_00967	CDS	2520				hypothetical protein
FAAGMPBJ_00968	CDS	330				hypothetical protein
FAAGMPBJ_00969	CDS	693	focA		COG2116	putative formate transporter 1
FAAGMPBJ_00970	CDS	2286	ydeP		COG0243	Protein YdeP
FAAGMPBJ_00971	CDS	1080				hypothetical protein
FAAGMPBJ_00972	CDS	252				hypothetical protein
FAAGMPBJ_00973	CDS	4257				hypothetical protein
FAAGMPBJ_00974	CDS	2166	bamA_3			Outer membrane protein assembly factor BamA
FAAGMPBJ_00975	CDS	2169	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
FAAGMPBJ_00976	CDS	582				hypothetical protein
FAAGMPBJ_00977	CDS	1497				hypothetical protein
FAAGMPBJ_00978	tRNA	75				tRNA-Val(gac)
FAAGMPBJ_00979	CDS	378	cpdR			Response regulator receiver protein CpdR
FAAGMPBJ_00980	CDS	900				hypothetical protein
FAAGMPBJ_00981	CDS	447				hypothetical protein
FAAGMPBJ_00982	CDS	933	oxyR_2			Hydrogen peroxide-inducible genes activator
FAAGMPBJ_00983	CDS	1500				hypothetical protein
FAAGMPBJ_00984	CDS	1053				hypothetical protein
FAAGMPBJ_00985	CDS	1698	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
FAAGMPBJ_00986	CDS	2133	uvrA_1		COG0178	UvrABC system protein A
FAAGMPBJ_00987	CDS	876	uvrA_2			UvrABC system protein A
FAAGMPBJ_00988	CDS	462				hypothetical protein
FAAGMPBJ_00989	CDS	1377	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
FAAGMPBJ_00990	CDS	996				hypothetical protein
FAAGMPBJ_00991	CDS	1173				hypothetical protein
FAAGMPBJ_00992	CDS	318				hypothetical protein
FAAGMPBJ_00993	CDS	2361				hypothetical protein
FAAGMPBJ_00994	CDS	1467	oprM_1		COG1538	Outer membrane protein OprM
FAAGMPBJ_00995	CDS	3204	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
FAAGMPBJ_00996	CDS	1224	bepF			Efflux pump periplasmic linker BepF
FAAGMPBJ_00997	CDS	1224				hypothetical protein
FAAGMPBJ_00998	CDS	615	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
FAAGMPBJ_00999	CDS	477	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
FAAGMPBJ_01000	CDS	1419	ahcY	3.3.1.1		Adenosylhomocysteinase
FAAGMPBJ_01001	CDS	3204	tolB_3			Tol-Pal system protein TolB
FAAGMPBJ_01002	CDS	2349	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
FAAGMPBJ_01003	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FAAGMPBJ_01004	CDS	972	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
FAAGMPBJ_01005	CDS	729	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
FAAGMPBJ_01006	CDS	3000				hypothetical protein
FAAGMPBJ_01007	CDS	3471	recB_2	3.1.11.5		RecBCD enzyme subunit RecB
FAAGMPBJ_01008	CDS	327	trxA		COG0526	Thioredoxin
FAAGMPBJ_01009	CDS	285	vapD	3.1.-.-	COG3309	Endoribonuclease VapD
FAAGMPBJ_01010	CDS	792	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
FAAGMPBJ_01011	CDS	1227	oat2	2.3.1.35	COG1364	Glutamate N-acetyltransferase 2
FAAGMPBJ_01012	CDS	792	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FAAGMPBJ_01013	CDS	300				hypothetical protein
FAAGMPBJ_01014	CDS	537				hypothetical protein
FAAGMPBJ_01015	CDS	1008				hypothetical protein
FAAGMPBJ_01016	CDS	258				hypothetical protein
FAAGMPBJ_01017	CDS	2244				hypothetical protein
FAAGMPBJ_01018	CDS	2547				hypothetical protein
FAAGMPBJ_01019	CDS	1581				hypothetical protein
FAAGMPBJ_01020	CDS	648				hypothetical protein
FAAGMPBJ_01021	CDS	1488				hypothetical protein
FAAGMPBJ_01022	CDS	2595				hypothetical protein
FAAGMPBJ_01023	CDS	648				hypothetical protein
FAAGMPBJ_01024	CDS	213				hypothetical protein
FAAGMPBJ_01025	CDS	381				hypothetical protein
FAAGMPBJ_01026	CDS	372				hypothetical protein
FAAGMPBJ_01027	tRNA	85				tRNA-Leu(caa)
FAAGMPBJ_01028	CDS	1161				hypothetical protein
FAAGMPBJ_01029	CDS	1449	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
FAAGMPBJ_01030	CDS	1179	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
FAAGMPBJ_01031	CDS	600	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FAAGMPBJ_01032	CDS	1188				hypothetical protein
FAAGMPBJ_01033	CDS	1107				hypothetical protein
FAAGMPBJ_01034	CDS	201				hypothetical protein
FAAGMPBJ_01035	CDS	654				hypothetical protein
FAAGMPBJ_01036	tRNA	77				tRNA-Pro(cgg)
FAAGMPBJ_01037	CDS	972	thyA	2.1.1.45	COG0207	Thymidylate synthase
FAAGMPBJ_01038	CDS	1275	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
FAAGMPBJ_01039	CDS	1062	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FAAGMPBJ_01040	CDS	1296	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
FAAGMPBJ_01041	CDS	465				hypothetical protein
FAAGMPBJ_01042	CDS	1170	yhhT		COG0628	Putative transport protein YhhT
FAAGMPBJ_01043	tRNA	77				tRNA-Asp(gtc)
FAAGMPBJ_01044	CDS	210				hypothetical protein
FAAGMPBJ_01045	CDS	594				hypothetical protein
FAAGMPBJ_01046	CDS	375				hypothetical protein
FAAGMPBJ_01047	CDS	348				hypothetical protein
FAAGMPBJ_01048	CDS	1983	tktA	2.2.1.1	COG0021	Transketolase 1
FAAGMPBJ_01049	CDS	1008	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
FAAGMPBJ_01050	CDS	1191	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FAAGMPBJ_01051	CDS	900	fda	4.1.2.13	COG3588	Fructose-bisphosphate aldolase class 1
FAAGMPBJ_01052	CDS	639	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
FAAGMPBJ_01053	CDS	210				hypothetical protein
FAAGMPBJ_01054	CDS	564	efp			Elongation factor P
FAAGMPBJ_01055	CDS	819	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
FAAGMPBJ_01056	CDS	486				hypothetical protein
FAAGMPBJ_01057	CDS	366	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
FAAGMPBJ_01058	CDS	558	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
FAAGMPBJ_01059	CDS	756	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
FAAGMPBJ_01060	CDS	1236	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
FAAGMPBJ_01061	CDS	336				hypothetical protein
FAAGMPBJ_01062	CDS	669	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
FAAGMPBJ_01063	CDS	1308	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase chain 1
FAAGMPBJ_01064	CDS	639				hypothetical protein
FAAGMPBJ_01065	CDS	2019	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
FAAGMPBJ_01066	CDS	1044	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
FAAGMPBJ_01067	CDS	480	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
FAAGMPBJ_01068	CDS	615	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
FAAGMPBJ_01069	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
FAAGMPBJ_01070	CDS	2061	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
FAAGMPBJ_01071	CDS	1542	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
FAAGMPBJ_01072	CDS	1464	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
FAAGMPBJ_01073	CDS	669	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FAAGMPBJ_01074	CDS	777	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FAAGMPBJ_01075	CDS	1665	rnj1	3.1.-.-		Ribonuclease J 1
FAAGMPBJ_01076	CDS	279				hypothetical protein
FAAGMPBJ_01077	CDS	168				hypothetical protein
FAAGMPBJ_01078	CDS	210	cspA_2		COG1278	putative cold shock protein A
FAAGMPBJ_01079	CDS	507				hypothetical protein
FAAGMPBJ_01080	CDS	1125	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
FAAGMPBJ_01081	CDS	1290	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
FAAGMPBJ_01082	CDS	906				hypothetical protein
FAAGMPBJ_01083	CDS	1041	hrcA		COG1420	Heat-inducible transcription repressor HrcA
FAAGMPBJ_01084	CDS	627	grpE			Protein GrpE
FAAGMPBJ_01085	CDS	468				hypothetical protein
FAAGMPBJ_01086	CDS	477				hypothetical protein
FAAGMPBJ_01087	CDS	1902	dnaK			Chaperone protein DnaK
FAAGMPBJ_01088	CDS	1134	dnaJ_2		COG0484	Chaperone protein DnaJ
FAAGMPBJ_01089	CDS	540	iorA_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
FAAGMPBJ_01090	CDS	762				hypothetical protein
FAAGMPBJ_01091	CDS	648				hypothetical protein
FAAGMPBJ_01092	CDS	207	rpsU		COG0828	30S ribosomal protein S21
FAAGMPBJ_01093	CDS	603				hypothetical protein
FAAGMPBJ_01094	CDS	468				hypothetical protein
FAAGMPBJ_01095	CDS	2652	btuB_4			Vitamin B12 transporter BtuB
FAAGMPBJ_01096	CDS	1791				hypothetical protein
FAAGMPBJ_01097	CDS	2178	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
FAAGMPBJ_01098	CDS	831				hypothetical protein
FAAGMPBJ_01099	CDS	663				hypothetical protein
FAAGMPBJ_01100	CDS	762	tolQ_2			Tol-Pal system protein TolQ
FAAGMPBJ_01101	CDS	531	tolR			Tol-Pal system protein TolR
FAAGMPBJ_01102	CDS	444	exbD_2		COG0848	Biopolymer transport protein ExbD
FAAGMPBJ_01103	CDS	1320				hypothetical protein
FAAGMPBJ_01104	CDS	1248	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FAAGMPBJ_01105	CDS	174				hypothetical protein
FAAGMPBJ_01106	CDS	1362				hypothetical protein
FAAGMPBJ_01107	CDS	1179				hypothetical protein
FAAGMPBJ_01108	CDS	459		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
FAAGMPBJ_01109	CDS	1176	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FAAGMPBJ_01110	CDS	501				hypothetical protein
FAAGMPBJ_01111	CDS	972	ycjG_1	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FAAGMPBJ_01112	CDS	1221				hypothetical protein
FAAGMPBJ_01113	CDS	1875	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
FAAGMPBJ_01114	CDS	1005				hypothetical protein
FAAGMPBJ_01115	CDS	468				hypothetical protein
FAAGMPBJ_01116	CDS	282	rpmB		COG0227	50S ribosomal protein L28
FAAGMPBJ_01117	CDS	456	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FAAGMPBJ_01118	CDS	369	ble			Bleomycin resistance protein
FAAGMPBJ_01119	CDS	807	btsR		COG3279	Transcriptional regulatory protein BtsR
